folder,source_file,source_row_index,row_key,row_instance,exercise_index,exercise,set_id,kg,n_completed_reps,first_rpe,final_rpe,final_rpe_class,mean_rpe,median_rpe,min_rpe,max_rpe,rpe_slope_last_minus_first,stopped_at_rep,has_x,raw_rpe_sequence
yanz0510workout,datasets/workout/yanz0510workout/yanz0510workout.xlsx,28,8_0,0,8,db_squat,0,12.0,12,1.0,7.0,7,3.4166666666666665,3.0,1.0,7.0,6.0,,False,1.0|1.0|2.0|2.0|2.0|3.0|3.0|4|4|5|7|7
yanz0510workout,datasets/workout/yanz0510workout/yanz0510workout.xlsx,29,8_1,0,8,db_squat,1,12.0,12,7.0,8.0,8,7.333333333333333,7.0,7.0,8.0,1.0,,False,7.0|7.0|7.0|7.0|7.0|7.0|7.0|7|8|8|8|8
yanz0510workout,datasets/workout/yanz0510workout/yanz0510workout.xlsx,30,8_2,0,8,db_squat,2,12.0,12,8.0,9.0,9,8.25,8.0,8.0,9.0,1.0,,False,8.0|8.0|8.0|8.0|8.0|8.0|8.0|8|8|9|9|9
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,0,1_0,0,1,db_bench_press,0,8.0,12,1.0,3.0,3,2.0,2.0,1.0,3.0,2.0,,False,1.0|1.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|3.0|3.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,1,1_4,0,1,db_bench_press,4,8.0,12,3.0,5.0,5,3.6666666666666665,3.5,3.0,5.0,2.0,,False,3.0|3.0|3.0|3.0|3.0|3.0|4.0|4.0|4.0|4.0|5.0|5.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,2,1_5,0,1,db_bench_press,5,8.0,12,5.0,7.0,7,5.833333333333333,6.0,5.0,7.0,2.0,,False,5.0|5.0|5.0|5.0|5.0|6.0|6.0|6.0|6.0|7.0|7.0|7.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,4,2_0,0,2,one_arm_db_row,0,10.5,12,1.0,5.0,5,3.4166666666666665,4.0,1.0,5.0,4.0,,False,1.0|1.0|1.0|1.0|4.0|4.0|4.0|5.0|5.0|5.0|5.0|5.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,5,2_2,0,2,one_arm_db_row,2,10.5,12,5.0,7.0,7,5.583333333333333,5.5,5.0,7.0,2.0,,False,5.0|5.0|5.0|5.0|5.0|5.0|6.0|6.0|6.0|6.0|6.0|7.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,6,2_3,0,2,one_arm_db_row,3,10.5,12,7.0,8.0,8,7.333333333333333,7.0,7.0,8.0,1.0,,False,7.0|7.0|7.0|7.0|7.0|7.0|7.0|7.0|8.0|8.0|8.0|8.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,8,3_0,0,3,db_rdl,0,10.5,12,1.0,6.0,6,3.5,3.5,1.0,6.0,5.0,,False,1.0|1.0|3.0|3.0|3.0|3.0|4.0|4.0|4.0|5.0|5.0|6.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,9,3_1,0,3,db_rdl,1,10.5,12,5.0,6.0,6,5.583333333333333,6.0,5.0,6.0,1.0,,False,5.0|5.0|5.0|5.0|5.0|6.0|6.0|6.0|6.0|6.0|6.0|6.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,10,3_2,0,3,db_rdl,2,10.5,12,5.0,7.0,7,5.75,5.5,5.0,7.0,2.0,,False,5.0|5.0|5.0|5.0|5.0|5.0|6.0|6.0|6.0|7.0|7.0|7.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,8.0,12,1.0,6.0,6,3.9166666666666665,4.5,1.0,6.0,5.0,,False,1.0|1.0|1.0|3.0|4.0|4.0|5.0|5.0|5.0|6.0|6.0|6.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,13,4_1,0,4,db_weighted_crunch,1,8.0,12,4.0,7.0,7,5.583333333333333,5.5,4.0,7.0,3.0,,False,4.0|4.0|5.0|5.0|5.0|5.0|6.0|6.0|6.0|7.0|7.0|7.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,14,4_2,0,4,db_weighted_crunch,2,8.0,12,5.0,7.0,7,6.083333333333333,6.0,5.0,7.0,2.0,,False,5.0|5.0|5.0|6.0|6.0|6.0|6.0|6.0|7.0|7.0|7.0|7.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,16,5_0,0,5,db_shoulder_press,0,8.0,12,1.0,7.0,7,4.333333333333333,5.5,1.0,7.0,6.0,,False,1.0|1.0|1.0|3.0|3.0|5.0|6.0|6.0|6.0|6.0|7.0|7.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,17,5_1,0,5,db_shoulder_press,1,8.0,12,5.0,8.0,8,5.833333333333333,5.5,5.0,8.0,3.0,,False,5.0|5.0|5.0|5.0|5.0|5.0|6.0|6.0|6.0|7.0|7.0|8.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,18,5_2,0,5,db_shoulder_press,2,8.0,12,6.0,9.0,9,7.083333333333333,6.5,6.0,9.0,3.0,,False,6.0|6.0|6.0|6.0|6.0|6.0|7.0|7.0|8.0|9.0|9.0|9.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,20,6_0,0,6,db_biceps_curl,0,5.0,12,1.0,6.0,6,4.0,5.0,1.0,6.0,5.0,,False,1.0|1.0|1.0|3.0|3.0|5.0|5.0|5.0|6.0|6.0|6.0|6.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,21,6_1,0,6,db_biceps_curl,1,5.0,12,5.0,8.0,8,6.5,6.5,5.0,8.0,3.0,,False,5.0|5.0|5.0|6.0|6.0|6.0|7.0|7.0|7.0|8.0|8.0|8.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,22,6_2,0,6,db_biceps_curl,2,5.0,12,6.0,9.0,9,7.333333333333333,7.0,6.0,9.0,3.0,,False,6.0|6.0|6.0|6.0|7.0|7.0|7.0|8.0|8.0|9.0|9.0|9.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,24,7_0,0,7,db_triceps_curl,0,5.0,12,1.0,5.0,5,3.5,4.0,1.0,5.0,4.0,,False,1.0|1.0|1.0|3.0|3.0|4.0|4.0|5.0|5.0|5.0|5.0|5.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,25,7_1,0,7,db_triceps_curl,1,5.0,12,4.0,5.0,5,4.25,4.0,4.0,5.0,1.0,,False,4.0|4.0|4.0|4.0|4.0|4.0|4.0|4.0|4.0|5.0|5.0|5.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,26,7_2,0,7,db_triceps_curl,2,5.0,12,4.0,6.0,6,4.666666666666667,4.5,4.0,6.0,2.0,,False,4.0|4.0|4.0|4.0|4.0|4.0|5.0|5.0|5.0|5.0|6.0|6.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,28,8_0,0,8,db_squat,0,12.0,12,1.0,4.0,4,2.8333333333333335,3.5,1.0,4.0,3.0,,False,1.0|1.0|1.0|1.0|3.0|3.0|4.0|4.0|4.0|4.0|4.0|4.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,29,8_1,0,8,db_squat,1,12.0,12,3.0,5.0,5,4.25,4.5,3.0,5.0,2.0,,False,3.0|3.0|3.0|4.0|4.0|4.0|5.0|5.0|5.0|5.0|5.0|5.0
yoru0511workout,datasets/workout/yoru0511workout/yoru0511workout.xlsx,30,8_2,0,8,db_squat,2,12.0,12,5.0,6.0,6,5.166666666666667,5.0,5.0,6.0,1.0,,False,5.0|5.0|5.0|5.0|5.0|5.0|5.0|5.0|5.0|5.0|6.0|6.0
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,0,1_0,0,1,db_bench_press,0,3.0,12,1.0,9.0,9,5.0,5.0,1.0,9.0,8.0,,False,1.0|1.0|3.0|3.0|4.0|5.0|5.0|6.0|7|8|8|9
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,1,1_1,0,1,db_bench_press,1,3.0,12,5.0,10.0,10,6.916666666666667,6.5,5.0,10.0,5.0,,False,5.0|5.0|5.0|6.0|6.0|6.0|7.0|7.0|8|9|9|10
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,2,1_3,0,1,db_bench_press,3,3.0,8,6.0,10.0,10,7.5,7.5,6.0,10.0,4.0,8.0,True,6.0|6.0|6.0|7.0|8.0|8.0|9.0|10.0
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,4,2_0,0,2,one_arm_db_row,0,4.0,12,1.0,9.0,9,5.166666666666667,5.5,1.0,9.0,8.0,,False,1.0|1.0|3.0|3.0|5.0|5.0|6.0|6.0|7|8|8|9
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,5,2_1,0,2,one_arm_db_row,1,4.0,12,5.0,8.0,8,6.0,6.0,5.0,8.0,3.0,,False,5.0|5.0|5.0|5.0|5.0|6.0|6.0|6.0|7|7|7|8
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,6,2_2,0,2,one_arm_db_row,2,4.0,12,6.0,9.0,9,7.666666666666667,8.0,6.0,9.0,3.0,,False,6.0|6.0|6.0|7.0|7.0|8.0|8.0|8.0|9|9|9|9
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,8,3_0,0,3,db_rdl,0,5.0,12,1.0,6.0,6,3.6666666666666665,4.0,1.0,6.0,5.0,,False,1.0|1.0|1.0|3.0|3.0|4.0|4.0|5.0|5|5|6|6
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,9,3_1,0,3,db_rdl,1,5.0,12,4.0,8.0,8,5.666666666666667,6.0,4.0,8.0,4.0,,False,4.0|4.0|4.0|5.0|5.0|6.0|6.0|6.0|6|7|7|8
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,10,3_2,0,3,db_rdl,2,5.0,12,4.0,8.0,8,5.75,5.5,4.0,8.0,4.0,,False,4.0|4.0|4.0|5.0|5.0|5.0|6.0|6.0|7|7|8|8
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,3.0,12,1.0,5.0,5,3.25,3.5,1.0,5.0,4.0,,False,1.0|1.0|1.0|3.0|3.0|3.0|4.0|4.0|4|5|5|5
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,13,4_1,0,4,db_weighted_crunch,1,3.0,12,3.0,6.0,6,4.583333333333333,4.5,3.0,6.0,3.0,,False,3.0|3.0|4.0|4.0|4.0|4.0|5.0|5.0|5|6|6|6
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,14,4_2,0,4,db_weighted_crunch,2,3.0,12,4.0,7.0,7,5.166666666666667,5.0,4.0,7.0,3.0,,False,4.0|4.0|4.0|4.0|5.0|5.0|5.0|6.0|6|6|6|7
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,16,5_0,0,5,db_shoulder_press,0,2.5,12,1.0,8.0,8,4.75,5.0,1.0,8.0,7.0,,False,1.0|1.0|3.0|3.0|3.0|5.0|5.0|6.0|7|7|8|8
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,17,5_1,0,5,db_shoulder_press,1,2.5,12,4.0,9.0,9,6.333333333333333,6.0,4.0,9.0,5.0,,False,4.0|4.0|5.0|5.0|6.0|6.0|6.0|6.0|7|9|9|9
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,18,5_2,0,5,db_shoulder_press,2,2.5,9,5.0,10.0,10,6.666666666666667,6.0,5.0,10.0,5.0,9.0,True,5.0|5.0|5.0|6.0|6.0|7.0|7.0|9.0|10
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,20,6_0,0,6,db_biceps_curl,0,2.5,12,1.0,7.0,7,3.6666666666666665,3.5,1.0,7.0,6.0,,False,1.0|1.0|1.0|1.0|3.0|3.0|4.0|4.0|6|6|7|7
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,21,6_1,0,6,db_biceps_curl,1,2.5,12,5.0,9.0,9,6.416666666666667,6.0,5.0,9.0,4.0,,False,5.0|5.0|5.0|5.0|5.0|6.0|6.0|7.0|8|8|8|9
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,22,6_2,0,6,db_biceps_curl,2,2.5,12,6.0,10.0,10,7.666666666666667,7.5,6.0,10.0,4.0,,False,6.0|6.0|6.0|7.0|7.0|7.0|8.0|8.0|9|9|9|10
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,24,7_0,0,7,db_triceps_curl,0,2.5,12,1.0,6.0,6,3.4166666666666665,3.5,1.0,6.0,5.0,,False,1.0|1.0|1.0|3.0|3.0|3.0|4.0|4.0|5|5|5|6
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,25,7_1,0,7,db_triceps_curl,1,2.5,12,5.0,7.0,7,5.75,5.5,5.0,7.0,2.0,,False,5.0|5.0|5.0|5.0|5.0|5.0|6.0|6.0|6|7|7|7
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,26,7_2,0,7,db_triceps_curl,2,2.5,12,5.0,9.0,9,6.5,6.5,5.0,9.0,4.0,,False,5.0|5.0|5.0|5.0|6.0|6.0|7.0|7.0|7|8|8|9
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,28,8_0,0,8,db_squat,0,5.0,12,1.0,6.0,6,3.5,4.0,1.0,6.0,5.0,,False,1.0|1.0|1.0|3.0|3.0|4.0|4.0|4.0|5|5|5|6
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,29,8_1,0,8,db_squat,1,5.0,12,5.0,7.0,7,6.25,6.5,5.0,7.0,2.0,,False,5.0|5.0|5.0|6.0|6.0|6.0|7.0|7.0|7|7|7|7
yushuan0513workout,datasets/workout/yushuan0513workout/yushuan0513workout.xlsx,30,8_2,0,8,db_squat,2,5.0,12,5.0,8.0,8,6.25,6.0,5.0,8.0,3.0,,False,5.0|5.0|5.0|5.0|6.0|6.0|6.0|7.0|7|7|8|8
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,0,1_1,0,1,db_bench_press,1,4.0,12,1.0,8.0,8,5.0,6.0,1.0,8.0,7.0,,False,1.0|2.0|2.0|3.0|4.0|6.0|6.0|6.0|7.0|7|8|8
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,1,1_2,0,1,db_bench_press,2,4.0,12,6.0,9.0,9,7.416666666666667,7.0,6.0,9.0,3.0,,False,6.0|6.0|6.0|7.0|7.0|7.0|7.0|8.0|8.0|9|9|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,2,1_3,0,1,db_bench_press,3,4.0,9,7.0,10.0,10,8.222222222222221,8.0,7.0,10.0,3.0,9.0,True,7.0|7.0|7.0|8.0|8.0|9.0|9.0|9.0|10.0
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,4,2_0,0,2,one_arm_db_row,0,4.0,12,1.0,6.0,6,3.4166666666666665,3.0,1.0,6.0,5.0,,False,1.0|1.0|1.0|3.0|3.0|3.0|3.0|5.0|5.0|5|5|6
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,5,2_1,0,2,one_arm_db_row,1,4.0,12,5.0,8.0,8,6.083333333333333,6.0,5.0,8.0,3.0,,False,5.0|5.0|5.0|5.0|6.0|6.0|6.0|6.0|7.0|7|7|8
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,6,2_2,0,2,one_arm_db_row,2,4.0,12,6.0,9.0,9,7.166666666666667,7.0,6.0,9.0,3.0,,False,6.0|6.0|6.0|7.0|7.0|7.0|7.0|7.0|8.0|8|8|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,8,3_0,0,3,db_rdl,0,7.0,12,1.0,8.0,8,5.666666666666667,6.0,1.0,8.0,7.0,,False,1.0|4.0|4.0|4.0|6.0|6.0|6.0|7.0|7.0|7|8|8
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,9,3_2,0,3,db_rdl,2,5.0,12,5.0,9.0,9,6.833333333333333,7.0,5.0,9.0,4.0,,False,5.0|5.0|5.0|6.0|6.0|7.0|7.0|7.0|8.0|8|9|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,10,3_4,0,3,db_rdl,4,5.0,12,5.0,9.0,9,7.0,7.0,5.0,9.0,4.0,,False,5.0|5.0|6.0|6.0|6.0|7.0|7.0|7.0|8.0|9|9|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,5.0,12,1.0,6.0,6,3.5833333333333335,4.0,1.0,6.0,5.0,,False,1.0|2.0|2.0|2.0|3.0|4.0|4.0|4.0|5.0|5|5|6
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,13,4_1,0,4,db_weighted_crunch,1,5.0,12,4.0,8.0,8,5.75,6.0,4.0,8.0,4.0,,False,4.0|4.0|5.0|5.0|5.0|6.0|6.0|6.0|6.0|7|7|8
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,14,4_2,0,4,db_weighted_crunch,2,5.0,12,5.0,9.0,9,6.833333333333333,7.0,5.0,9.0,4.0,,False,5.0|5.0|5.0|6.0|6.0|7.0|7.0|7.0|8.0|8|9|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,16,5_0,0,5,db_shoulder_press,0,2.5,11,1.0,10.0,10,6.181818181818182,6.0,1.0,10.0,9.0,11.0,True,1.0|4.0|5.0|5.0|6.0|6.0|7.0|7.0|8.0|9|10
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,17,5_1,0,5,db_shoulder_press,1,2.5,11,5.0,10.0,10,7.363636363636363,7.0,5.0,10.0,5.0,11.0,True,5.0|6.0|6.0|7.0|7.0|7.0|8.0|8.0|8.0|9|10
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,18,5_2,0,5,db_shoulder_press,2,2.5,9,6.0,10.0,10,7.888888888888889,8.0,6.0,10.0,4.0,9.0,True,6.0|6.0|7.0|7.0|8.0|9.0|9.0|9.0|10.0
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,20,6_0,0,6,db_biceps_curl,0,2.5,12,1.0,9.0,9,5.833333333333333,6.0,1.0,9.0,8.0,,False,1.0|3.0|5.0|5.0|5.0|6.0|6.0|7.0|7.0|8|8|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,21,6_1,0,6,db_biceps_curl,1,2.5,12,5.0,9.0,9,7.0,7.0,5.0,9.0,4.0,,False,5.0|5.0|6.0|6.0|6.0|7.0|7.0|7.0|8.0|9|9|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,22,6_2,0,6,db_biceps_curl,2,2.5,12,5.0,9.0,9,7.166666666666667,7.5,5.0,9.0,4.0,,False,5.0|5.0|6.0|6.0|6.0|7.0|8.0|8.0|8.0|9|9|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,24,7_0,0,7,db_triceps_curl,0,1.25,12,1.0,8.0,8,5.666666666666667,6.0,1.0,8.0,7.0,,False,1.0|3.0|5.0|5.0|5.0|6.0|6.0|7.0|7.0|7|8|8
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,25,7_1,0,7,db_triceps_curl,1,1.25,12,5.0,9.0,9,7.083333333333333,7.0,5.0,9.0,4.0,,False,5.0|5.0|6.0|6.0|6.0|7.0|7.0|8.0|8.0|9|9|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,26,7_2,0,7,db_triceps_curl,2,1.25,12,6.0,9.0,9,7.25,7.0,6.0,9.0,3.0,,False,6.0|6.0|6.0|6.0|7.0|7.0|7.0|8.0|8.0|8|9|9
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,28,8_0,0,8,db_squat,0,7.0,12,1.0,7.0,7,4.916666666666667,5.0,1.0,7.0,6.0,,False,1.0|4.0|4.0|4.0|4.0|4.0|6.0|6.0|6.0|6|7|7
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,29,8_1,0,8,db_squat,1,7.0,12,5.0,8.0,8,6.75,7.0,5.0,8.0,3.0,,False,5.0|6.0|6.0|6.0|6.0|7.0|7.0|7.0|7.0|8|8|8
ziho0512workout,datasets/workout/ziho0512workout/ziho0512workout.xlsx,30,8_2,0,8,db_squat,2,7.0,12,5.0,9.0,9,6.916666666666667,7.0,5.0,9.0,4.0,,False,5.0|5.0|6.0|6.0|7.0|7.0|7.0|7.0|8.0|8|8|9
