,1,2,3,4,5,6,7,8,9,10
1,9,52,57,14,1,0,0,0,0,0
2,0,14,23,23,14,0,0,0,0,0
3,0,9,53,52,25,16,4,1,0,0
4,0,2,33,80,51,25,8,4,4,0
5,0,3,24,93,144,78,26,13,3,2
6,0,0,11,46,101,111,54,17,5,2
7,0,1,3,16,59,96,76,31,9,3
8,0,0,0,7,19,53,65,38,14,7
9,0,0,0,0,4,15,39,42,18,7
10,0,0,0,0,0,2,3,4,6,1
