,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,65.89,0.00,0.00,2.10,0.00,0.00,0.23,0.00,31.78
db_biceps_curl,0.00,72.65,0.00,0.00,0.00,0.00,0.00,0.00,27.35
db_rdl,0.00,0.00,35.53,0.00,0.00,0.00,0.00,5.15,59.32
db_shoulder_press,7.06,0.00,0.00,53.19,0.38,0.00,2.69,0.00,36.68
db_squat,0.00,0.00,0.00,0.38,10.71,0.00,0.00,0.00,88.90
db_triceps_curl,0.00,0.00,0.00,0.00,0.00,78.38,0.00,0.00,21.62
db_weighted_crunch,1.19,0.00,0.00,6.09,0.00,0.00,32.77,0.00,59.95
one_arm_db_row,0.00,0.00,3.19,0.00,0.00,0.00,0.00,45.09,51.72
Other,0.33,0.22,0.29,0.26,0.09,0.21,0.19,0.16,98.25
