,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.6068152031454783,0.0,0.0,0.040301441677588465,0.0,0.0,0.016055045871559634,0.0,0.33682830930537355
db_biceps_curl,0.0008080808080808081,0.7175757575757575,0.0,0.0,0.0,0.0,0.0,0.0,0.2816161616161616
db_rdl,0.0,0.0,0.37733957219251335,0.0,0.0,0.0,0.0,0.08121657754010696,0.5414438502673797
db_shoulder_press,0.07647058823529412,0.0,0.0,0.4588235294117647,0.01134453781512605,0.0,0.08151260504201681,0.0,0.37184873949579833
db_squat,0.0,0.0,0.0,0.00510204081632653,0.11989795918367346,0.0,0.0,0.0,0.875
db_triceps_curl,0.0004095004095004095,0.0,0.0,0.0,0.0,0.7567567567567568,0.0,0.0,0.24283374283374284
db_weighted_crunch,0.01879852881078872,0.0,0.0,0.07355946056395586,0.0,0.0,0.3469554556599918,0.0,0.5606865549652635
one_arm_db_row,0.0,0.0,0.04743912678421495,0.0,0.0,0.0,0.0,0.4651553316540722,0.48740554156171284
Other,0.003616585032463834,0.002183240308311501,0.0035311538899646883,0.0035026768424649734,0.0015662376124843376,0.0024680107833086533,0.0024205490374757943,0.002401564339142651,0.9783099821543836
