,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,72.16,2.29,0.00,17.27,0.00,0.20,7.95,0.13
db_biceps_curl,0.00,99.08,0.24,0.32,0.12,0.08,0.00,0.16
db_rdl,0.60,0.00,76.38,0.00,0.03,0.00,0.00,22.99
db_shoulder_press,18.32,0.08,0.00,58.99,5.77,0.25,16.58,0.00
db_squat,0.13,1.89,0.00,1.35,96.22,0.00,0.42,0.00
db_triceps_curl,0.49,0.16,0.00,0.00,0.08,98.74,0.32,0.20
db_weighted_crunch,11.40,0.12,0.00,6.22,2.18,0.73,79.35,0.00
one_arm_db_row,8.14,0.21,21.55,0.00,0.00,0.00,0.00,70.10
