exercise,feature,cohen_d,abs_cohen_d,stable_subject_ratio,stable_effect_score,mean_subject_diff,sensor_group,family,source,description
db_biceps_curl,axis_gy__mean,0.0255,0.0255,0.75,0.0191,0.1064,gyro,time,gy,mean of gy
db_biceps_curl,axis_my__haar_l4_energy_ratio,-0.0245,0.0245,0.75,0.0183,-0.0003,mag,wavelet,my,haar_l4_energy_ratio of my
db_biceps_curl,axis_gx__dominant_freq_ratio,0.0359,0.0359,0.5,0.0179,0.001,gyro,time_frequency,gx,dominant_freq_ratio of gx
db_biceps_curl,axis_my__rms,0.0345,0.0345,0.5,0.0172,0.4766,mag,time,my,rms of my
db_biceps_curl,axis_mx__dominant_freq_ratio,0.0313,0.0313,0.5,0.0156,0.0001,mag,time_frequency,mx,dominant_freq_ratio of mx
db_biceps_curl,corr__gy__mz,0.0366,0.0366,0.375,0.0137,0.0001,gyro_mag,axis_correlation,"gy,mz",Correlation between gy and mz
db_biceps_curl,corr__gy__mx,0.0326,0.0326,0.375,0.0122,0.0076,gyro_mag,axis_correlation,"gy,mx",Correlation between gy and mx
db_biceps_curl,axis_mz__abs_mean,0.0308,0.0308,0.375,0.0116,1.2025,mag,time,mz,abs_mean of mz
db_biceps_curl,rep_duration_samples,-0.0141,0.0141,0.5,0.0071,-1.7596,temporal,temporal,rep_duration,Ground-truth rep duration in samples
db_biceps_curl,axis_mx__haar_l2_energy_ratio,-0.024,0.024,0.25,0.006,-0.0,mag,wavelet,mx,haar_l2_energy_ratio of mx
db_biceps_curl,all9_norm__haar_l3_energy_ratio,-0.0106,0.0106,0.5,0.0053,-0.0,all9,wavelet,all9_norm,haar_l3_energy_ratio of all9_norm
db_biceps_curl,axis_gz__median,0.0103,0.0103,0.5,0.0052,-0.114,gyro,time,gz,median of gz
db_biceps_curl,axis_ay__diff_abs_mean,0.0062,0.0062,0.625,0.0039,0.0012,acc,time,ay,diff_abs_mean of ay
db_rdl,axis_ax__max,-3.5236,3.5236,1.0,3.5236,-1.6085,acc,time,ax,max of ax
db_rdl,axis_ax__mean,-3.0424,3.0424,1.0,3.0424,-1.451,acc,time,ax,mean of ax
db_rdl,axis_ax__median,-2.9812,2.9812,1.0,2.9812,-1.4527,acc,time,ax,median of ax
db_rdl,acc_norm__mean,2.5834,2.5834,1.0,2.5834,0.1113,acc,time,acc_norm,mean of acc_norm
db_rdl,acc_norm__abs_mean,2.5834,2.5834,1.0,2.5834,0.1113,acc,time,acc_norm,abs_mean of acc_norm
db_rdl,acc_norm__energy_mean,2.5087,2.5087,1.0,2.5087,0.2208,acc,time,acc_norm,energy_mean of acc_norm
db_rdl,axis_ax__energy_mean,2.4998,2.4998,1.0,2.4998,0.4852,acc,time,ax,energy_mean of ax
db_rdl,acc_norm__rms,2.4872,2.4872,1.0,2.4872,0.1084,acc,time,acc_norm,rms of acc_norm
db_rdl,axis_ax__min,-2.4145,2.4145,1.0,2.4145,-1.3229,acc,time,ax,min of ax
db_rdl,axis_ax__rms,2.2413,2.2413,1.0,2.2413,0.274,acc,time,ax,rms of ax
db_rdl,axis_mx__min,2.1602,2.1602,1.0,2.1602,39.8803,mag,time,mx,min of mx
db_rdl,axis_ax__abs_mean,2.1596,2.1596,1.0,2.1596,0.2927,acc,time,ax,abs_mean of ax
db_rdl,acc_norm__median,2.1511,2.1511,1.0,2.1511,0.1069,acc,time,acc_norm,median of acc_norm
db_rdl,axis_mx__median,1.8994,1.8994,1.0,1.8994,37.3859,mag,time,mx,median of mx
db_rdl,axis_mx__mean,1.8805,1.8805,1.0,1.8805,36.6264,mag,time,mx,mean of mx
db_rdl,acc_norm__min,1.8736,1.8736,1.0,1.8736,0.1681,acc,time,acc_norm,min of acc_norm
db_rdl,axis_ay__haar_l3_energy_ratio,1.7129,1.7129,1.0,1.7129,0.0844,acc,wavelet,ay,haar_l3_energy_ratio of ay
db_rdl,axis_ay__spectral_entropy,1.6882,1.6882,1.0,1.6882,0.2807,acc,time_frequency,ay,spectral_entropy of ay
db_rdl,axis_ay__rms,-1.5601,1.5601,1.0,1.5601,-0.2237,acc,time,ay,rms of ay
db_rdl,axis_ay__abs_mean,-1.5058,1.5058,1.0,1.5058,-0.2114,acc,time,ay,abs_mean of ay
db_rdl,axis_gz__spectral_entropy,1.4912,1.4912,1.0,1.4912,0.1998,gyro,time_frequency,gz,spectral_entropy of gz
db_rdl,axis_mx__max,1.4693,1.4693,1.0,1.4693,31.875,mag,time,mx,max of mx
db_rdl,axis_ay__zero_crossing_rate,1.467,1.467,1.0,1.467,0.0884,acc,time,ay,zero_crossing_rate of ay
db_rdl,gyro_norm__spectral_entropy,1.4192,1.4192,1.0,1.4192,0.1831,gyro,time_frequency,gyro_norm,spectral_entropy of gyro_norm
db_rdl,axis_ay__std,-1.345,1.345,1.0,1.345,-0.0685,acc,time,ay,std of ay
db_rdl,axis_az__rms,-1.3417,1.3417,1.0,1.3417,-0.2051,acc,time,az,rms of az
db_rdl,axis_ay__iqr,-1.3241,1.3241,1.0,1.3241,-0.1181,acc,time,ay,iqr of ay
db_rdl,axis_gz__min,1.3183,1.3183,1.0,1.3183,27.1282,gyro,time,gz,min of gz
db_rdl,axis_az__abs_mean,-1.2871,1.2871,1.0,1.2871,-0.1917,acc,time,az,abs_mean of az
db_rdl,axis_ay__haar_l2_energy_ratio,1.4656,1.4656,0.875,1.2824,0.0969,acc,wavelet,ay,haar_l2_energy_ratio of ay
db_rdl,axis_gz__range,-1.2632,1.2632,1.0,1.2632,-50.0047,gyro,time,gz,range of gz
db_rdl,gyro_norm__zero_crossing_rate,1.1936,1.1936,1.0,1.1936,0.0559,gyro,time,gyro_norm,zero_crossing_rate of gyro_norm
db_rdl,axis_az__energy_mean,-1.1755,1.1755,1.0,1.1755,-0.1363,acc,time,az,energy_mean of az
db_rdl,axis_gz__std,-1.1731,1.1731,1.0,1.1731,-14.5544,gyro,time,gz,std of gz
db_rdl,axis_ay__haar_l1_energy_ratio,1.3125,1.3125,0.875,1.1484,0.0719,acc,wavelet,ay,haar_l1_energy_ratio of ay
db_rdl,axis_gz__rms,-1.1444,1.1444,1.0,1.1444,-14.2949,gyro,time,gz,rms of gz
db_rdl,axis_ay__energy_mean,-1.1304,1.1304,1.0,1.1304,-0.128,acc,time,ay,energy_mean of ay
db_rdl,axis_ay__high_band_ratio,1.1169,1.1169,1.0,1.1169,0.0329,acc,time_frequency,ay,high_band_ratio of ay
db_rdl,axis_gy__max,-1.1078,1.1078,1.0,1.1078,-28.109,gyro,time,gy,max of gy
db_rdl,gyro_norm__haar_l2_energy_ratio,1.1042,1.1042,1.0,1.1042,0.0138,gyro,wavelet,gyro_norm,haar_l2_energy_ratio of gyro_norm
db_rdl,axis_gz__max,-1.0862,1.0862,1.0,1.0862,-22.8765,gyro,time,gz,max of gz
db_rdl,axis_gz__abs_mean,-1.0773,1.0773,1.0,1.0773,-11.9093,gyro,time,gz,abs_mean of gz
db_rdl,gyro_norm__haar_l3_energy_ratio,1.0552,1.0552,1.0,1.0552,0.015,gyro,wavelet,gyro_norm,haar_l3_energy_ratio of gyro_norm
db_rdl,axis_gy__range,-1.0496,1.0496,1.0,1.0496,-50.0804,gyro,time,gy,range of gy
db_rdl,gyro_norm__std,-1.0411,1.0411,1.0,1.0411,-9.1311,gyro,time,gyro_norm,std of gyro_norm
db_rdl,gyro_norm__rms,-1.0348,1.0348,1.0,1.0348,-19.7462,gyro,time,gyro_norm,rms of gyro_norm
db_rdl,gyro_norm__iqr,-1.0272,1.0272,1.0,1.0272,-15.1906,gyro,time,gyro_norm,iqr of gyro_norm
db_rdl,acc_pca__pca3_var_ratio,1.0223,1.0223,1.0,1.0223,0.057,acc,pca,acc_pca,PCA variance ratio
db_rdl,gyro_norm__mean,-1.0209,1.0209,1.0,1.0209,-17.4397,gyro,time,gyro_norm,mean of gyro_norm
db_rdl,gyro_norm__abs_mean,-1.0209,1.0209,1.0,1.0209,-17.4397,gyro,time,gyro_norm,abs_mean of gyro_norm
db_rdl,axis_gz__iqr,-1.0067,1.0067,1.0,1.0067,-23.5424,gyro,time,gz,iqr of gz
db_rdl,axis_gy__diff_abs_mean,-1.1334,1.1334,0.875,0.9917,-0.5584,gyro,time,gy,diff_abs_mean of gy
db_rdl,acc_pca__pca1_var_ratio,-0.9833,0.9833,1.0,0.9833,-0.1163,acc,pca,acc_pca,PCA variance ratio
db_rdl,gyro_norm__haar_l1_energy_ratio,0.9783,0.9783,1.0,0.9783,0.007,gyro,wavelet,gyro_norm,haar_l1_energy_ratio of gyro_norm
db_rdl,axis_gy__std,-0.9664,0.9664,1.0,0.9664,-14.9301,gyro,time,gy,std of gy
db_rdl,acc_norm__diff_abs_mean,-0.9659,0.9659,1.0,0.9659,-0.0087,acc,time,acc_norm,diff_abs_mean of acc_norm
db_rdl,gyro_norm__median,-0.9654,0.9654,1.0,0.9654,-17.6518,gyro,time,gyro_norm,median of gyro_norm
db_rdl,axis_gy__rms,-0.9622,0.9622,1.0,0.9622,-15.124,gyro,time,gy,rms of gy
db_rdl,axis_ax__haar_l3_energy_ratio,-0.9576,0.9576,1.0,0.9576,-0.0008,acc,wavelet,ax,haar_l3_energy_ratio of ax
db_rdl,axis_ax__haar_l4_energy_ratio,-0.9566,0.9566,1.0,0.9566,-0.0018,acc,wavelet,ax,haar_l4_energy_ratio of ax
db_rdl,axis_az__std,-0.9563,0.9563,1.0,0.9563,-0.0612,acc,time,az,std of az
db_rdl,axis_gz__diff_abs_mean,-0.9489,0.9489,1.0,0.9489,-0.6669,gyro,time,gz,diff_abs_mean of gz
db_rdl,axis_gy__abs_mean,-0.937,0.937,1.0,0.937,-13.0948,gyro,time,gy,abs_mean of gy
db_rdl,axis_gz__zero_crossing_rate,1.0663,1.0663,0.875,0.933,0.0422,gyro,time,gz,zero_crossing_rate of gz
db_rdl,axis_gz__haar_l3_energy_ratio,0.9291,0.9291,1.0,0.9291,0.0326,gyro,wavelet,gz,haar_l3_energy_ratio of gz
db_rdl,gyro_pca__pca3_var_ratio,0.9207,0.9207,1.0,0.9207,0.055,gyro,pca,gyro_pca,PCA variance ratio
db_rdl,axis_az__range,-0.9124,0.9124,1.0,0.9124,-0.207,acc,time,az,range of az
db_rdl,axis_gy__iqr,-0.8922,0.8922,1.0,0.8922,-26.2158,gyro,time,gy,iqr of gy
db_rdl,acc_norm__haar_l4_energy_ratio,-0.8736,0.8736,1.0,0.8736,-0.0005,acc,wavelet,acc_norm,haar_l4_energy_ratio of acc_norm
db_rdl,axis_az__iqr,-0.8681,0.8681,1.0,0.8681,-0.1105,acc,time,az,iqr of az
db_rdl,acc_norm__diff_rms,-0.8643,0.8643,1.0,0.8643,-0.0161,acc,time,acc_norm,diff_rms of acc_norm
db_rdl,all9_norm__rms,-0.8584,0.8584,1.0,0.8584,-16.0758,all9,time,all9_norm,rms of all9_norm
db_rdl,all9_norm__std,-0.8433,0.8433,1.0,0.8433,-6.4723,all9,time,all9_norm,std of all9_norm
db_rdl,all9_norm__mean,-0.8405,0.8405,1.0,0.8405,-15.0796,all9,time,all9_norm,mean of all9_norm
db_rdl,all9_norm__abs_mean,-0.8405,0.8405,1.0,0.8405,-15.0796,all9,time,all9_norm,abs_mean of all9_norm
db_rdl,axis_gy__diff_rms,-0.959,0.959,0.875,0.8391,-0.6923,gyro,time,gy,diff_rms of gy
db_rdl,axis_ay__min,0.8251,0.8251,1.0,0.8251,0.207,acc,time,ay,min of ay
db_rdl,gyro_norm__mid_band_ratio,0.8177,0.8177,1.0,0.8177,0.0299,gyro,time_frequency,gyro_norm,mid_band_ratio of gyro_norm
db_rdl,acc_norm__haar_l3_energy_ratio,-0.8168,0.8168,1.0,0.8168,-0.0004,acc,wavelet,acc_norm,haar_l3_energy_ratio of acc_norm
db_rdl,acc_norm__haar_l1_energy_ratio,-0.8102,0.8102,1.0,0.8102,-0.0006,acc,wavelet,acc_norm,haar_l1_energy_ratio of acc_norm
db_rdl,axis_ax__std,-0.8044,0.8044,1.0,0.8044,-0.1115,acc,time,ax,std of ax
db_rdl,gyro_norm__low_band_ratio,-0.8017,0.8017,1.0,0.8017,-0.0323,gyro,time_frequency,gyro_norm,low_band_ratio of gyro_norm
db_rdl,gyro_norm__max,-0.7962,0.7962,1.0,0.7962,-28.6854,gyro,time,gyro_norm,max of gyro_norm
db_rdl,all9_norm__median,-0.7944,0.7944,1.0,0.7944,-14.4182,all9,time,all9_norm,median of all9_norm
db_rdl,acc_norm__iqr,-0.7928,0.7928,1.0,0.7928,-0.0397,acc,time,acc_norm,iqr of acc_norm
db_rdl,axis_ay__range,-0.9046,0.9046,0.875,0.7915,-0.2252,acc,time,ay,range of ay
db_rdl,all9_norm__iqr,-0.7844,0.7844,1.0,0.7844,-10.1584,all9,time,all9_norm,iqr of all9_norm
db_rdl,axis_gy__min,0.8951,0.8951,0.875,0.7832,21.9713,gyro,time,gy,min of gy
db_rdl,gyro_norm__range,-0.7808,0.7808,1.0,0.7808,-27.409,gyro,time,gyro_norm,range of gyro_norm
db_rdl,axis_ax__iqr,-0.7797,0.7797,1.0,0.7797,-0.2337,acc,time,ax,iqr of ax
db_rdl,axis_ax__zero_crossing_rate,0.7699,0.7699,1.0,0.7699,0.0452,acc,time,ax,zero_crossing_rate of ax
db_rdl,all9_norm__energy_mean,-0.7681,0.7681,1.0,0.7681,-2270.1508,all9,time,all9_norm,energy_mean of all9_norm
db_rdl,axis_ax__range,-0.7609,0.7609,1.0,0.7609,-0.2857,acc,time,ax,range of ax
db_rdl,axis_az__zero_crossing_rate,0.8552,0.8552,0.875,0.7483,0.0626,acc,time,az,zero_crossing_rate of az
db_rdl,axis_az__haar_l3_energy_ratio,0.8538,0.8538,0.875,0.7471,0.0418,acc,wavelet,az,haar_l3_energy_ratio of az
db_rdl,axis_ay__haar_l4_energy_ratio,0.8532,0.8532,0.875,0.7466,0.0278,acc,wavelet,ay,haar_l4_energy_ratio of ay
db_rdl,gyro_norm__energy_mean,-0.735,0.735,1.0,0.735,-1644.9715,gyro,time,gyro_norm,energy_mean of gyro_norm
db_rdl,axis_ax__spectral_entropy,0.7348,0.7348,1.0,0.7348,0.1442,acc,time_frequency,ax,spectral_entropy of ax
db_rdl,axis_mx__energy_mean,-0.8397,0.8397,0.875,0.7347,-590.1051,mag,time,mx,energy_mean of mx
db_rdl,corr__ay__my,0.8329,0.8329,0.875,0.7288,0.276,acc_mag,axis_correlation,"ay,my",Correlation between ay and my
db_rdl,acc_norm__std,-0.7286,0.7286,1.0,0.7286,-0.0238,acc,time,acc_norm,std of acc_norm
db_rdl,axis_az__spectral_entropy,0.8291,0.8291,0.875,0.7255,0.182,acc,time_frequency,az,spectral_entropy of az
db_rdl,acc_norm__haar_l2_energy_ratio,-0.7242,0.7242,1.0,0.7242,-0.0006,acc,wavelet,acc_norm,haar_l2_energy_ratio of acc_norm
db_rdl,axis_mx__rms,-0.9444,0.9444,0.75,0.7083,-12.0752,mag,time,mx,rms of mx
db_rdl,axis_mz__min,0.8095,0.8095,0.875,0.7083,21.5828,mag,time,mz,min of mz
db_rdl,all9_norm__max,-0.8086,0.8086,0.875,0.7075,-25.7083,all9,time,all9_norm,max of all9_norm
db_rdl,axis_mx__range,-0.7002,0.7002,1.0,0.7002,-8.0052,mag,time,mx,range of mx
db_rdl,gyro_norm__min,-0.6917,0.6917,1.0,0.6917,-1.2764,gyro,time,gyro_norm,min of gyro_norm
db_rdl,axis_ay__low_band_ratio,-0.785,0.785,0.875,0.6869,-0.0876,acc,time_frequency,ay,low_band_ratio of ay
db_rdl,gyro_norm__skewness,0.6839,0.6839,1.0,0.6839,0.482,gyro,time,gyro_norm,skewness of gyro_norm
db_rdl,axis_gz__diff_rms,-0.7796,0.7796,0.875,0.6822,-0.8524,gyro,time,gz,diff_rms of gz
db_rdl,axis_mx__std,-0.6802,0.6802,1.0,0.6802,-2.8051,mag,time,mx,std of mx
db_rdl,axis_gy__energy_mean,-0.6697,0.6697,1.0,0.6697,-915.3597,gyro,time,gy,energy_mean of gy
db_rdl,axis_mx__abs_mean,-0.8921,0.8921,0.75,0.6691,-11.5808,mag,time,mx,abs_mean of mx
db_rdl,axis_mx__diff_abs_mean,-0.6638,0.6638,1.0,0.6638,-0.0427,mag,time,mx,diff_abs_mean of mx
db_rdl,corr__az__mz,-0.8754,0.8754,0.75,0.6565,-0.3256,acc_mag,axis_correlation,"az,mz",Correlation between az and mz
db_rdl,corr__ay__gx,0.6546,0.6546,1.0,0.6546,0.1278,acc_gyro,axis_correlation,"ay,gx",Correlation between ay and gx
db_rdl,axis_mx__diff_rms,-0.6476,0.6476,1.0,0.6476,-0.0688,mag,time,mx,diff_rms of mx
db_rdl,corr__ax__gy,-0.6456,0.6456,1.0,0.6456,-0.1348,acc_gyro,axis_correlation,"ax,gy",Correlation between ax and gy
db_rdl,axis_gz__energy_mean,-0.6455,0.6455,1.0,0.6455,-678.1754,gyro,time,gz,energy_mean of gz
db_rdl,axis_mz__mean,0.7365,0.7365,0.875,0.6444,19.9914,mag,time,mz,mean of mz
db_rdl,axis_mz__median,0.7313,0.7313,0.875,0.6399,19.9993,mag,time,mz,median of mz
db_rdl,axis_mx__iqr,-0.636,0.636,1.0,0.636,-5.1567,mag,time,mx,iqr of mx
db_rdl,axis_my__energy_mean,0.8253,0.8253,0.75,0.6189,538.3522,mag,time,my,energy_mean of my
db_rdl,acc_pca__pca2_var_ratio,0.7071,0.7071,0.875,0.6187,0.0593,acc,pca,acc_pca,PCA variance ratio
db_rdl,axis_az__high_band_ratio,0.8154,0.8154,0.75,0.6116,0.0223,acc,time_frequency,az,high_band_ratio of az
db_rdl,corr__ax__mz,-0.6869,0.6869,0.875,0.6011,-0.2888,acc_mag,axis_correlation,"ax,mz",Correlation between ax and mz
db_rdl,axis_my__max,-0.7856,0.7856,0.75,0.5892,-22.665,mag,time,my,max of my
db_rdl,axis_gz__haar_l2_energy_ratio,0.6718,0.6718,0.875,0.5879,0.0224,gyro,wavelet,gz,haar_l2_energy_ratio of gz
db_rdl,all9_norm__range,-0.6652,0.6652,0.875,0.5821,-20.2238,all9,time,all9_norm,range of all9_norm
db_rdl,axis_gz__haar_l1_energy_ratio,0.6618,0.6618,0.875,0.579,0.0122,gyro,wavelet,gz,haar_l1_energy_ratio of gz
db_rdl,axis_mz__max,0.6508,0.6508,0.875,0.5695,17.9646,mag,time,mz,max of mz
db_rdl,axis_ax__haar_l1_energy_ratio,-0.568,0.568,1.0,0.568,-0.0006,acc,wavelet,ax,haar_l1_energy_ratio of ax
db_rdl,corr__ay__gz,0.6484,0.6484,0.875,0.5674,0.0998,acc_gyro,axis_correlation,"ay,gz",Correlation between ay and gz
db_rdl,all9_pca__pca1_var_ratio,-0.6483,0.6483,0.875,0.5672,-0.0576,all9,pca,all9_pca,PCA variance ratio
db_rdl,axis_az__haar_l2_energy_ratio,0.7546,0.7546,0.75,0.566,0.0535,acc,wavelet,az,haar_l2_energy_ratio of az
db_rdl,corr__mx__mz,0.6333,0.6333,0.875,0.5542,0.3102,mag,axis_correlation,"mx,mz",Correlation between mx and mz
db_rdl,corr__gx__gy,-0.6263,0.6263,0.875,0.548,-0.19,gyro,axis_correlation,"gx,gy",Correlation between gx and gy
db_rdl,axis_ax__haar_l2_energy_ratio,-0.5388,0.5388,1.0,0.5388,-0.0007,acc,wavelet,ax,haar_l2_energy_ratio of ax
db_rdl,axis_my__mean,-0.7028,0.7028,0.75,0.5271,-20.0281,mag,time,my,mean of my
db_rdl,axis_my__median,-0.697,0.697,0.75,0.5227,-19.9438,mag,time,my,median of my
db_rdl,axis_az__low_band_ratio,-0.6841,0.6841,0.75,0.5131,-0.074,acc,time_frequency,az,low_band_ratio of az
db_rdl,all9_norm__mid_band_ratio,0.5863,0.5863,0.875,0.513,0.0243,all9,time_frequency,all9_norm,mid_band_ratio of all9_norm
db_rdl,axis_az__haar_l1_energy_ratio,0.6743,0.6743,0.75,0.5057,0.042,acc,wavelet,az,haar_l1_energy_ratio of az
db_rdl,all9_norm__low_band_ratio,-0.5734,0.5734,0.875,0.5017,-0.0307,all9,time_frequency,all9_norm,low_band_ratio of all9_norm
db_rdl,axis_gz__high_band_ratio,0.5714,0.5714,0.875,0.5,0.0044,gyro,time_frequency,gz,high_band_ratio of gz
db_rdl,axis_ay__diff_abs_mean,-0.5689,0.5689,0.875,0.4978,-0.0086,acc,time,ay,diff_abs_mean of ay
db_rdl,gyro_norm__kurtosis,0.5676,0.5676,0.875,0.4967,2.1778,gyro,time,gyro_norm,kurtosis of gyro_norm
db_rdl,axis_ay__diff_rms,-0.5667,0.5667,0.875,0.4958,-0.0166,acc,time,ay,diff_rms of ay
db_rdl,axis_az__min,0.563,0.563,0.875,0.4926,0.1841,acc,time,az,min of az
db_rdl,mag_norm__high_band_ratio,-0.5628,0.5628,0.875,0.4925,-0.0111,mag,time_frequency,mag_norm,high_band_ratio of mag_norm
db_rdl,acc_norm__range,-0.5611,0.5611,0.875,0.491,-0.102,acc,time,acc_norm,range of acc_norm
db_rdl,axis_ax__high_band_ratio,0.5583,0.5583,0.875,0.4885,0.0108,acc,time_frequency,ax,high_band_ratio of ax
db_rdl,mag_norm__low_band_ratio,0.5532,0.5532,0.875,0.4841,0.0369,mag,time_frequency,mag_norm,low_band_ratio of mag_norm
db_rdl,all9_norm__spectral_entropy,0.5515,0.5515,0.875,0.4825,0.0872,all9,time_frequency,all9_norm,spectral_entropy of all9_norm
db_rdl,axis_ay__dominant_freq_ratio,0.6399,0.6399,0.75,0.4799,0.0283,acc,time_frequency,ay,dominant_freq_ratio of ay
db_rdl,axis_gz__low_band_ratio,-0.5453,0.5453,0.875,0.4771,-0.0194,gyro,time_frequency,gz,low_band_ratio of gz
db_rdl,mag_norm__mid_band_ratio,-0.5341,0.5341,0.875,0.4674,-0.0259,mag,time_frequency,mag_norm,mid_band_ratio of mag_norm
db_rdl,axis_ay__mid_band_ratio,0.6224,0.6224,0.75,0.4668,0.0547,acc,time_frequency,ay,mid_band_ratio of ay
db_rdl,axis_az__haar_l4_energy_ratio,0.6214,0.6214,0.75,0.466,0.0163,acc,wavelet,az,haar_l4_energy_ratio of az
db_rdl,axis_az__mid_band_ratio,0.6168,0.6168,0.75,0.4626,0.0516,acc,time_frequency,az,mid_band_ratio of az
db_rdl,axis_gz__mid_band_ratio,0.5198,0.5198,0.875,0.4548,0.015,gyro,time_frequency,gz,mid_band_ratio of gz
db_rdl,axis_my__min,-0.6045,0.6045,0.75,0.4534,-17.5613,mag,time,my,min of my
db_rdl,axis_gx__slope,0.5986,0.5986,0.75,0.4489,4.075,gyro,time,gx,slope of gx
db_rdl,axis_my__abs_mean,0.5959,0.5959,0.75,0.4469,8.258,mag,time,my,abs_mean of my
db_rdl,gyro_norm__high_band_ratio,0.4466,0.4466,1.0,0.4466,0.0024,gyro,time_frequency,gyro_norm,high_band_ratio of gyro_norm
db_rdl,mag_norm__spectral_entropy,-0.5955,0.5955,0.75,0.4466,-0.1258,mag,time_frequency,mag_norm,spectral_entropy of mag_norm
db_rdl,axis_ay__kurtosis,0.4429,0.4429,1.0,0.4429,1.7142,acc,time,ay,kurtosis of ay
db_rdl,axis_my__rms,0.5901,0.5901,0.75,0.4426,7.9705,mag,time,my,rms of my
db_rdl,axis_my__range,-0.5014,0.5014,0.875,0.4387,-5.1037,mag,time,my,range of my
db_rdl,all9_norm__zero_crossing_rate,0.4968,0.4968,0.875,0.4347,0.0264,all9,time,all9_norm,zero_crossing_rate of all9_norm
db_rdl,axis_my__std,-0.4953,0.4953,0.875,0.4334,-1.754,mag,time,my,std of my
db_rdl,all9_norm__haar_l4_energy_ratio,-0.494,0.494,0.875,0.4322,-0.0009,all9,wavelet,all9_norm,haar_l4_energy_ratio of all9_norm
db_rdl,axis_gx__low_band_ratio,0.4908,0.4908,0.875,0.4295,0.015,gyro,time_frequency,gx,low_band_ratio of gx
db_rdl,axis_gx__mid_band_ratio,-0.4875,0.4875,0.875,0.4266,-0.0143,gyro,time_frequency,gx,mid_band_ratio of gx
db_rdl,axis_my__iqr,-0.4829,0.4829,0.875,0.4225,-3.4377,mag,time,my,iqr of my
db_rdl,axis_ay__median,0.4824,0.4824,0.875,0.4221,0.1185,acc,time,ay,median of ay
db_rdl,all9_pca__pca2_var_ratio,-0.4762,0.4762,0.875,0.4167,-0.0216,all9,pca,all9_pca,PCA variance ratio
db_rdl,gyro_pca__pca1_var_ratio,-0.4745,0.4745,0.875,0.4152,-0.0476,gyro,pca,gyro_pca,PCA variance ratio
db_rdl,corr__ay__mz,-0.4702,0.4702,0.875,0.4114,-0.1778,acc_mag,axis_correlation,"ay,mz",Correlation between ay and mz
db_rdl,axis_ay__mean,0.4665,0.4665,0.875,0.4082,0.1128,acc,time,ay,mean of ay
db_rdl,axis_gz__skewness,0.4618,0.4618,0.875,0.404,0.2812,gyro,time,gz,skewness of gz
db_rdl,axis_ax__skewness,-0.5337,0.5337,0.75,0.4003,-0.2913,acc,time,ax,skewness of ax
db_rdl,axis_mz__iqr,-0.4575,0.4575,0.875,0.4003,-2.9042,mag,time,mz,iqr of mz
db_rdl,mag_pca__pca1_var_ratio,-0.4527,0.4527,0.875,0.3961,-0.0528,mag,pca,mag_pca,PCA variance ratio
db_rdl,axis_mz__std,-0.4408,0.4408,0.875,0.3857,-1.414,mag,time,mz,std of mz
db_rdl,axis_gz__slope,0.4403,0.4403,0.875,0.3853,8.6247,gyro,time,gz,slope of gz
db_rdl,all9_norm__diff_abs_mean,-0.5129,0.5129,0.75,0.3847,-0.343,all9,time,all9_norm,diff_abs_mean of all9_norm
db_rdl,axis_ax__low_band_ratio,-0.4892,0.4892,0.75,0.3669,-0.0387,acc,time_frequency,ax,low_band_ratio of ax
db_rdl,acc_norm__max,0.4892,0.4892,0.75,0.3669,0.0661,acc,time,acc_norm,max of acc_norm
db_rdl,corr__ax__my,-0.5699,0.5699,0.625,0.3562,-0.2529,acc_mag,axis_correlation,"ax,my",Correlation between ax and my
db_rdl,corr__gx__gz,0.4732,0.4732,0.75,0.3549,0.1488,gyro,axis_correlation,"gx,gz",Correlation between gx and gz
db_rdl,axis_my__zero_crossing_rate,0.4657,0.4657,0.75,0.3493,0.0273,mag,time,my,zero_crossing_rate of my
db_rdl,axis_gz__haar_l4_energy_ratio,0.4623,0.4623,0.75,0.3467,0.0217,gyro,wavelet,gz,haar_l4_energy_ratio of gz
db_rdl,axis_ax__mid_band_ratio,0.4552,0.4552,0.75,0.3414,0.028,acc,time_frequency,ax,mid_band_ratio of ax
db_rdl,corr__gy__gz,-0.4508,0.4508,0.75,0.3381,-0.2254,gyro,axis_correlation,"gy,gz",Correlation between gy and gz
db_rdl,axis_gx__haar_l4_energy_ratio,-0.3836,0.3836,0.875,0.3356,-0.0186,gyro,wavelet,gx,haar_l4_energy_ratio of gx
db_rdl,rep_duration_samples,0.4358,0.4358,0.75,0.3268,35.8927,temporal,temporal,rep_duration,Ground-truth rep duration in samples
db_rdl,axis_my__low_band_ratio,-0.4356,0.4356,0.75,0.3267,-0.0311,mag,time_frequency,my,low_band_ratio of my
db_rdl,mag_norm__zero_crossing_rate,-0.4351,0.4351,0.75,0.3263,-0.0251,mag,time,mag_norm,zero_crossing_rate of mag_norm
db_rdl,axis_my__mid_band_ratio,0.4322,0.4322,0.75,0.3241,0.0223,mag,time_frequency,my,mid_band_ratio of my
db_rdl,mag_norm__kurtosis,-0.5153,0.5153,0.625,0.322,-0.2505,mag,time,mag_norm,kurtosis of mag_norm
db_rdl,axis_mz__range,-0.3652,0.3652,0.875,0.3196,-3.6182,mag,time,mz,range of mz
db_rdl,axis_my__high_band_ratio,0.4259,0.4259,0.75,0.3194,0.0088,mag,time_frequency,my,high_band_ratio of my
