fold,feature,fold_rf_importance,fold_rank,is_top_20
1,mag_norm__spectral_entropy,0.00043651504469050813,256.0,False
1,mag_norm__low_band_ratio,0.0008842816812427984,194.0,False
1,mag_norm__mid_band_ratio,0.0006952136043426881,214.0,False
1,mag_norm__high_band_ratio,0.0016125306405877923,146.0,False
1,mag_norm__haar_l1_energy_ratio,0.0002716012294282046,278.0,False
1,mag_norm__haar_l2_energy_ratio,0.00044576309641503,255.0,False
1,mag_norm__haar_l3_energy_ratio,0.0003205504435718029,267.0,False
1,mag_norm__haar_l4_energy_ratio,0.0005451111454449212,238.0,False
1,mag_pca__pca1_var_ratio,8.597793071415995e-05,354.0,False
1,mag_pca__pca2_var_ratio,4.943703497576931e-05,372.0,False
1,mag_pca__pca3_var_ratio,0.0007913622305224815,203.0,False
1,mag_pca__dominant_axis_var_share,6.879626441736083e-05,364.0,False
1,all9_norm__mean,0.0014268175545831924,158.0,False
1,all9_norm__std,0.0034549462706668626,76.0,False
1,all9_norm__median,0.002929351131122723,98.0,False
1,all9_norm__min,0.0013432231678304866,160.0,False
1,all9_norm__max,0.00023731075886982052,290.0,False
1,all9_norm__range,0.00015771996163137152,317.0,False
1,all9_norm__iqr,0.0018771493667542678,141.0,False
1,all9_norm__rms,0.0008665205238067277,196.0,False
1,all9_norm__energy_mean,0.002213879542551998,129.0,False
1,all9_norm__abs_mean,0.0025499295674432485,114.0,False
1,all9_norm__diff_abs_mean,0.0005498658149623909,237.0,False
1,all9_norm__diff_rms,0.0006762237260728303,217.0,False
1,all9_norm__slope,0.0002738991252291603,277.0,False
1,all9_norm__zero_crossing_rate,0.0009238760924497618,192.0,False
1,all9_norm__skewness,0.0007018290287572663,213.0,False
1,all9_norm__kurtosis,0.00045682841444700297,253.0,False
1,all9_norm__dominant_freq_ratio,0.0002464955902707484,286.0,False
1,all9_norm__spectral_entropy,0.0007813677968134608,206.0,False
1,all9_norm__low_band_ratio,0.0011317411592464946,174.0,False
1,all9_norm__mid_band_ratio,0.0013125480861254093,167.0,False
1,all9_norm__high_band_ratio,0.000621902103511874,225.0,False
1,all9_norm__haar_l1_energy_ratio,0.0006140957669964362,228.0,False
1,all9_norm__haar_l2_energy_ratio,0.0006634313921774584,218.0,False
1,all9_norm__haar_l3_energy_ratio,0.0007875395631472093,204.0,False
1,all9_norm__haar_l4_energy_ratio,0.0008589820137566499,198.0,False
1,all9_pca__pca1_var_ratio,2.129807295455545e-05,378.0,False
1,all9_pca__pca2_var_ratio,3.673701912991059e-05,375.0,False
1,all9_pca__pca3_var_ratio,0.0001444439903775842,326.0,False
1,all9_pca__dominant_axis_var_share,3.6189689737606645e-05,376.0,False
1,corr__ax__ay,0.0026666429882987426,108.0,False
1,corr__ax__az,0.00868958214533946,26.0,False
1,corr__ax__gx,0.00036022796467978383,261.0,False
1,corr__ax__gy,0.00029914032638482665,270.0,False
1,corr__ax__gz,0.0021709810099426567,131.0,False
1,corr__ax__mx,0.0061424041496513804,46.0,False
1,corr__ax__my,0.0026356825436984663,111.0,False
1,corr__ax__mz,0.0013319371990623695,163.0,False
1,corr__ay__az,0.007611430731175074,35.0,False
1,corr__ay__gx,0.00011280859749010932,336.0,False
1,corr__ay__gy,6.124804019975052e-05,366.0,False
1,corr__ay__gz,5.886335158233159e-05,367.0,False
1,corr__ay__mx,0.0019808429524976446,137.0,False
1,corr__ay__my,0.0006491273530977349,219.0,False
1,corr__ay__mz,0.0016045010138524545,147.0,False
1,corr__az__gx,5.0783291096166206e-05,371.0,False
1,corr__az__gy,7.452093089308053e-05,361.0,False
1,corr__az__gz,9.570349577280007e-05,345.0,False
1,corr__az__mx,0.01143996191048003,19.0,True
1,corr__az__my,0.0002591112526298089,282.0,False
1,corr__az__mz,0.0006852040064463471,215.0,False
1,corr__gx__gy,0.00016922727859086447,313.0,False
1,corr__gx__gz,0.0001657995763719009,316.0,False
1,corr__gx__mx,0.00020827408687179236,303.0,False
1,corr__gx__my,5.39079989629962e-05,370.0,False
1,corr__gx__mz,0.0001175988502149578,334.0,False
1,corr__gy__gz,0.010700671352858612,21.0,False
1,corr__gy__mx,0.00010495536994423918,338.0,False
1,corr__gy__my,0.00022686808174230384,294.0,False
1,corr__gy__mz,4.537557247197229e-05,374.0,False
1,corr__gz__mx,0.00014907306931875137,322.0,False
1,corr__gz__my,8.29273779636047e-05,356.0,False
1,corr__gz__mz,0.00015732074453537703,318.0,False
1,corr__mx__my,0.001693389268611676,145.0,False
1,corr__mx__mz,0.0011190149746304427,179.0,False
1,corr__my__mz,0.003416451930375509,79.0,False
1,rep_duration_samples,0.0001558382725791574,319.0,False
2,axis_ax__mean,0.02030196251181558,5.0,True
2,axis_ax__std,0.006301602573349161,44.0,False
2,axis_ax__median,0.02163636513633774,3.0,True
2,axis_ax__min,0.01311462539024073,12.0,True
2,axis_ax__max,0.015280613371197693,11.0,True
2,axis_ax__range,0.0048374370937451314,68.0,False
2,axis_ax__iqr,0.006968360974836074,39.0,False
2,axis_ax__rms,0.027753724768484443,1.0,True
2,axis_ax__energy_mean,0.02304793099309929,2.0,True
2,axis_ax__abs_mean,0.0202271996717016,6.0,True
2,axis_ax__diff_abs_mean,0.0014182477971857231,160.0,False
2,axis_ax__diff_rms,0.0010451565374985118,190.0,False
2,axis_ax__slope,0.0007635927884631758,217.0,False
2,axis_ax__zero_crossing_rate,0.0006334664279126928,232.0,False
2,axis_ax__skewness,0.0033498319082313236,94.0,False
2,axis_ax__kurtosis,0.0021397264051153555,124.0,False
2,axis_ax__dominant_freq_ratio,0.0002718402163730104,289.0,False
2,axis_ax__spectral_entropy,0.005943947748027202,48.0,False
2,axis_ax__low_band_ratio,0.0013118882805338633,172.0,False
2,axis_ax__mid_band_ratio,0.0007200705479574481,225.0,False
2,axis_ax__high_band_ratio,0.0014768842587101199,157.0,False
2,axis_ax__haar_l1_energy_ratio,0.000514515972865313,241.0,False
2,axis_ax__haar_l2_energy_ratio,0.0010864381786227179,185.0,False
2,axis_ax__haar_l3_energy_ratio,0.0001248008059960493,331.0,False
2,axis_ax__haar_l4_energy_ratio,0.00016455545653226337,322.0,False
2,axis_ay__mean,0.02155464670293292,4.0,True
2,axis_ay__std,0.0024230859570282194,114.0,False
2,axis_ay__median,0.017455619343443564,8.0,True
2,axis_ay__min,0.007017848682576262,38.0,False
2,axis_ay__max,0.0049350705295026056,66.0,False
2,axis_ay__range,0.00036289253713658767,261.0,False
2,axis_ay__iqr,0.0018677925973804319,134.0,False
2,axis_ay__rms,0.005653074230606963,52.0,False
2,axis_ay__energy_mean,0.0053784969662117,58.0,False
2,axis_ay__abs_mean,0.0038649762363070295,86.0,False
2,axis_ay__diff_abs_mean,0.0008097346006791818,208.0,False
2,axis_ay__diff_rms,0.00029029542007788056,284.0,False
2,axis_ay__slope,9.430874926197548e-05,346.0,False
2,axis_ay__zero_crossing_rate,0.00040684389356691387,257.0,False
2,axis_ay__skewness,8.192314912135454e-05,356.0,False
2,axis_ay__kurtosis,6.782860699968404e-05,361.0,False
2,axis_ay__dominant_freq_ratio,0.000315765011973655,271.0,False
2,axis_ay__spectral_entropy,0.002344897381361198,117.0,False
2,axis_ay__low_band_ratio,0.0007627526153985689,218.0,False
2,axis_ay__mid_band_ratio,0.00028601377504555904,287.0,False
2,axis_ay__high_band_ratio,6.231298733666182e-05,364.0,False
2,axis_ay__haar_l1_energy_ratio,0.0010739374319944735,187.0,False
2,axis_ay__haar_l2_energy_ratio,0.0006183441032672996,234.0,False
