,1-2,3-4,5-6,7-8,9-10
1-2,0.7536231884057971,0.2222222222222222,0.024154589371980676,0.0,0.0
3-4,0.3215258855585831,0.37329700272479566,0.1771117166212534,0.10899182561307902,0.01907356948228883
5-6,0.06821282401091405,0.21964529331514324,0.4024556616643929,0.2551159618008186,0.054570259208731244
7-8,0.006036217303822937,0.07645875251509054,0.24949698189134809,0.43661971830985913,0.23138832997987926
9-10,0.0,0.014184397163120567,0.0425531914893617,0.2198581560283688,0.723404255319149
