folder,file,subject,exercise,set_id,rep_id,rep_index,start,end,rep_duration_sec,concentric_sec,eccentric_sec,concentric_ratio,eccentric_ratio,phase_balance_abs,pca_mean,pca_std,pca_range,pca_rms,pca_diff_rms,pca_diff_abs_mean,pca_slope,acc_mag_mean,acc_mag_std,acc_mag_range,acc_mag_rms,acc_mag_diff_rms,acc_mag_diff_abs_mean,acc_mag_slope,gyro_mag_mean,gyro_mag_std,gyro_mag_range,gyro_mag_rms,gyro_mag_diff_rms,gyro_mag_diff_abs_mean,gyro_mag_slope,mag_mag_mean,mag_mag_std,mag_mag_range,mag_mag_rms,mag_mag_diff_rms,mag_mag_diff_abs_mean,mag_mag_slope,ax_mean,ax_std,ax_range,ax_rms,ax_diff_rms,ax_diff_abs_mean,ax_slope,ay_mean,ay_std,ay_range,ay_rms,ay_diff_rms,ay_diff_abs_mean,ay_slope,az_mean,az_std,az_range,az_rms,az_diff_rms,az_diff_abs_mean,az_slope,gx_mean,gx_std,gx_range,gx_rms,gx_diff_rms,gx_diff_abs_mean,gx_slope,gy_mean,gy_std,gy_range,gy_rms,gy_diff_rms,gy_diff_abs_mean,gy_slope,gz_mean,gz_std,gz_range,gz_rms,gz_diff_rms,gz_diff_abs_mean,gz_slope,mx_mean,mx_std,mx_range,mx_rms,mx_diff_rms,mx_diff_abs_mean,mx_slope,my_mean,my_std,my_range,my_rms,my_diff_rms,my_diff_abs_mean,my_slope,mz_mean,mz_std,mz_range,mz_rms,mz_diff_rms,mz_diff_abs_mean,mz_slope,sim_to_first,sim_to_prev,kg,borg,raw_value,excluded_from_training,set_index_numeric,n_reps,rep_order,rep_progress,movement_rate,kg_x_rep,cumulative_tut_sec,cumulative_concentric_sec,cumulative_eccentric_sec,kg_x_cumulative_tut,duration_gain_from_first2,concentric_gain_from_first2,eccentric_gain_from_first2,pca_range_change_from_first2,gyro_diff_change_from_first2,acc_diff_change_from_first2,movement_rate_change_from_first2,velocity_loss_proxy,similarity_decay_from_first,similarity_instability_prev,duration_cv_so_far,pca_range_cv_so_far,movement_rate_cv_so_far,similarity_std_so_far
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,0,0,359,667,2.8329839999999997,1.3061159999999998,1.526868,0.461038961038961,0.538961038961039,0.0779220779220779,-2.3069569342860397e-17,1.0,3.359575036347661,1.0,0.0549121511013391,0.0440684248260572,-0.926121627062721,1.723225430481907,0.1746256445670172,0.7839925594816974,1.7320508075688772,0.1503698466846764,0.0901916560402079,-0.0493667948310092,1.5526398000117907,0.767665064607832,3.888295713384713,1.732050807568877,0.4688961874295516,0.3355002999986531,0.1626505248197427,1.724435584090175,0.1622403042513704,0.5957135499287103,1.7320508075688774,0.0339726629116571,0.0194419029603742,-0.0754623063069785,4.844609562000683e-16,1.0,5.321478062092889,1.0,0.7327164575068893,0.43832499667427,0.2786099563724908,3.4604354014290595e-16,1.0,5.502904135272869,1.0,0.9322190568657523,0.5309459149334391,0.620404653304513,0.0,1.0,4.336533770701999,1.0,0.994276607948566,0.6212332980910337,0.1774696491378443,-4.6139138685720794e-17,1.0,5.376340518561603,1.0,0.5186974249599132,0.4006954179974252,-0.9490709736295382,-1.15347846714302e-17,1.0,5.089808438748957,1.0,0.3682111563063332,0.2798545386422882,-0.2056399817557109,4.6139138685720794e-17,1.0,4.793608592794076,1.0,0.276666063741213,0.1996079788678528,-1.3060956194563529,4.613913868572079e-16,1.0,3.432613166806365,1.0,0.131492610429237,0.0715901865031788,-0.876323312221283,-4.6139138685720794e-17,1.0,3.674373031968237,1.0,0.1840217480335945,0.0976288147475554,-0.444309918629639,-1.6148698540002275e-16,1.0,5.217956517088268,1.0,0.7712727715010365,0.4291543900010183,0.3139506918802334,1.0,1.0,8.0,1.0,1.0,False,0,13,0,0.0,1.1858785776226273,8.0,2.8329839999999997,1.3061159999999998,1.526868,22.663871999999998,-0.15961800818553895,-0.2426666666666667,-0.07262569832402244,-0.05109296972581423,0.12871140675320714,0.0541068136777354,0.10941737634176874,-0.10941737634176874,0.0,0.0,0.0,0.0,0.0,0.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,1,1,667,1092,3.90915,2.143134,1.766016,0.548235294117647,0.4517647058823529,0.0964705882352941,-3.343730521224001e-17,1.0,3.721361091561339,1.0,0.0622213573496578,0.0482412590388264,0.806436692495459,1.725517981152784,0.1502920381072225,0.804371602505179,1.7320508075688776,0.1349330177566266,0.0801511264326283,0.0138982335597241,1.5552751239374116,0.7623118055372543,3.6017345814405064,1.7320508075688772,0.3619560297520823,0.2732688613338856,0.2249856596970151,1.7216927745684063,0.1891401332318001,0.6678061011609433,1.7320508075688772,0.0333272907021189,0.0192775048155264,0.1236871035625151,7.690580198815203e-16,0.9999999999999998,5.342565920659288,0.9999999999999998,0.7567989598572755,0.4650558222521407,-0.1092812144065833,4.681222729713603e-16,1.0,4.9294502966784,1.0,0.7876410195544775,0.440612039681112,-0.2287068903181362,1.8808484181885004e-17,1.0,4.267421500808936,1.0,0.9883415941950588,0.602682225658944,-0.0186004153315726,-3.343730521224001e-17,1.0,6.8632876352603205,1.0,0.6566164794482752,0.5139745199205767,-0.6754597121670212,-8.359326303060001e-18,1.0,5.227964979741437,1.0,0.2846551582490345,0.2260883179123059,-0.1904001136356898,6.687461042448001e-17,1.0,4.84498200319536,1.0,0.2193513697519196,0.1607066719895116,-1.0241735437603003,-5.349968833958401e-16,1.0,3.203670753458301,1.0,0.0998775924573786,0.0543084111864922,0.8270101447578841,-1.0031191563672003e-16,1.0,3.391530638791048,1.0,0.1725755861822451,0.0943462195876841,0.704773265693168,-4.848409255774801e-16,1.0,4.776221142398126,1.0,0.7848824764786738,0.4270809240970062,-0.114551976379309,0.3117929688600316,0.3117929688600316,8.0,1.0,1.0,False,0,13,1,0.08333333333333333,0.9519617030713426,16.0,6.742134,3.4492499999999997,3.292884,53.937072,0.15961800818553895,0.2426666666666668,0.07262569832402233,0.05109296972581401,-0.12871140675320725,-0.05410681367773551,-0.10941737634176874,0.10941737634176874,0.6882070311399684,0.6882070311399684,0.1596180081855389,0.05109296972581412,0.10941737634176874,0.4866358585793331
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,2,2,1092,1561,4.313861999999999,2.5110539999999997,1.802808,0.582089552238806,0.417910447761194,0.1641791044776119,0.0,1.0,4.234425919346502,1.0,0.0669633799620579,0.0504670338797996,0.8980128807462385,1.7266474993599714,0.1367055703106375,0.7899296874954906,1.7320508075688772,0.1340226366535311,0.0763501668981291,0.0033975507541712,1.500036099545358,0.8659628745279724,4.294044198519274,1.7320508075688772,0.3170064886429175,0.2324181677295763,0.905556471136932,1.722330432981145,0.1832426795999821,0.5660239049933173,1.7320508075688772,0.0297357713353315,0.0175228178436136,0.1452899246521615,-1.4241155045085164e-15,1.0,5.667222606932009,1.0,0.6691084993805252,0.4127518919942298,-0.370234172172209,0.0,1.0,5.990453322679187,1.0,0.8467358635365638,0.4753223517808744,-0.4700110165416418,-6.060065976631983e-17,1.0,4.81000684407011,1.0,0.8534982205525563,0.5147555146909194,0.5134283946588581,-9.090098964947975e-17,1.0,6.151399029604358,1.0,0.5077835720205437,0.3982126024135453,-0.7067038744398114,3.0300329883159916e-17,1.0000000000000002,5.291217553540098,1.0000000000000002,0.2138546230916412,0.1633771496963105,-0.4902936152156515,-9.090098964947975e-17,1.0,4.761431793824922,1.0,0.1815998623640075,0.1360686970103843,-0.7848939346686923,-2.727029689484393e-16,1.0,3.7796351759020856,1.0,0.1485806949723141,0.0897218766836782,0.5933683062725769,-1.818019792989595e-16,1.0,3.3915785234133815,1.0,0.1717131712172212,0.0940419234462065,0.8007898692507547,1.954371277463815e-15,1.0,5.114960641756481,1.0,0.7858598660232448,0.4322310473663937,0.2555776765667418,-0.4187750057113857,0.0231878259511796,8.0,3.0,3.0,False,0,13,2,0.16666666666666666,0.9815858549361344,24.0,11.055996,5.960303999999999,5.095692,88.447968,0.27967257844474736,0.45599999999999996,0.0949720670391061,0.19600737610294683,-0.2369124566622749,-0.06048867111108647,-0.08170328363585777,0.08170328363585777,1.4187750057113857,0.9768121740488204,0.1695743420675994,0.0951622742457288,0.10001131236409752,0.70949289402258
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,3,3,1561,1940,3.486042,1.986768,1.499274,0.5699208443271768,0.4300791556728232,0.1398416886543535,-9.37391471979024e-17,1.0,4.380637959430869,1.0,0.061704305240056,0.0471401875635908,0.4309978869739019,1.7265495975716825,0.137936532960136,0.8400366503566925,1.7320508075688772,0.1117124713446017,0.0677219787307808,-0.0102763146115245,1.48309072104766,0.8946741938506613,4.596943733600627,1.7320508075688772,0.2812934488340298,0.1988161909349525,0.6216415574119709,1.7250630865933032,0.1554263403454686,0.6103570197617048,1.7320508075688772,0.0296276543117159,0.0167124497041137,0.0886929616784392,1.8185394556393065e-15,1.0,5.5963408723377315,1.0,0.7341090114986054,0.443461399611898,-0.2449518005787647,2.0622612383538528e-16,1.0,5.571055762348849,1.0,0.7586790424326489,0.4396159051532397,-0.1043586329851621,-9.37391471979024e-18,1.0,4.802080894992631,1.0,0.996593666463132,0.5950596037271904,0.1409889320542053,3.749565887916096e-17,1.0,7.584553209325302,1.0,0.6728008627574339,0.5126387807777649,-0.7948534325791017,1.874782943958048e-17,1.0,5.8240725844772125,1.0,0.2545786332756431,0.1954958063458244,-0.5708665719309655,-7.499131775832192e-17,1.0,4.273200407452709,1.0,0.1552793660115766,0.1110080929254281,-0.9443919634955026,-1.7060524790018237e-15,1.0,3.83796491259184,1.0,0.1340409661768178,0.0778728047329233,0.3930609066006026,-2.9996527103328767e-16,1.0,3.4943968756952932,1.0,0.2056828212044305,0.1128832999818711,0.4977865773394516,1.7060524790018237e-15,1.0,4.775092836353217,1.0,0.7930353800982667,0.4378329003074422,-0.1675891991378952,-0.5598740110464382,0.6745773458327347,8.0,3.0,3.0,False,0,13,3,0.25,1.256622255105036,32.0,14.542038,7.947071999999999,6.594965999999999,116.336304,0.034106412005457054,0.15200000000000014,-0.08938547486033521,0.23730475188581357,-0.3228797058802678,-0.21688503504257706,0.17559975499864788,-0.17559975499864788,1.5598740110464382,0.32542265416726535,0.15074876630825018,0.10387121495284998,0.1189160766503332,0.7207172459614524
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,4,4,1940,2429,4.497822,2.603034,1.894788,0.5787321063394683,0.4212678936605317,0.1574642126789366,0.0,1.0,4.784283914745694,1.0,0.0740067654786037,0.0554943433541519,1.073168078271149,1.7259878290006485,0.1447964576280359,1.1905551201962044,1.7320508075688772,0.1217510242403685,0.0729381085578283,0.0812863396345867,1.4530049677030412,0.9427494703420858,6.12120154613017,1.7320508075688772,0.3154631814213165,0.2261065501929098,0.8936804095250895,1.7241427814308956,0.165322924120446,0.586967756584901,1.7320508075688772,0.0269913963678937,0.0151001296614854,0.0788366433901461,1.8889684181761355e-16,1.0,6.283207691727495,1.0,0.7267758381098839,0.4387969336986849,-0.3259709644208404,-2.324884206986013e-16,1.0,5.215901563297722,1.0,0.722030227358556,0.3935514195371188,-0.8099490774227065,0.0,1.0,5.357230409714141,1.0,0.9067925802538672,0.5450863485857108,-0.0687468559553476,-5.812210517465033e-17,1.0,5.464170248875473,1.0,0.5697510246053187,0.4135790351945989,-1.0590892755973649,0.0,1.0,5.862592628315623,1.0,0.2516548416061864,0.1944135449652112,-0.6320091138964034,-2.9061052587325164e-17,1.0,5.546382017379562,1.0,0.1827121713507085,0.1367500485472995,-0.647000809799234,-1.0607284194373685e-15,1.0,3.759769830694706,1.0,0.1455492124507477,0.0839461400426656,0.9048841273121588,1.1624421034930063e-16,1.0,3.708496619714304,1.0,0.2010844711317122,0.1071796840656403,0.4357762111166651,-1.4675831556599209e-15,1.0,5.022017123739717,1.0,0.7787626044971321,0.4243983014120343,-0.2463854435742622,-0.4684669181191061,0.7432657831675155,8.0,5.0,5.0,False,0,13,4,0.3333333333333333,1.063689028766744,40.0,19.03986,10.550106,8.489754,152.31888,0.33424283765347895,0.5093333333333334,0.15083798882681565,0.3513139585848777,-0.24062745480439007,-0.14651383203748358,-0.0048938282503900865,0.0048938282503900865,1.4684669181191061,0.25673421683248454,0.1574019503936477,0.12239003211824874,0.10753416121444898,0.6711641120899646
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,5,5,2429,2776,3.191706,1.857996,1.33371,0.5821325648414986,0.4178674351585014,0.1642651296829971,-1.023836795043372e-16,1.0,3.8192231739351343,1.0,0.0457441834154797,0.0348158934395664,0.3320034731751777,1.7252066856067787,0.1538242241575519,0.9461487321148438,1.7320508075688772,0.1310676507504006,0.0764024812669631,-0.0456908505452294,1.5565015848142445,0.7598044593648718,3.7652710116251065,1.7320508075688772,0.2213671141466709,0.1702858652610173,0.271326965995245,1.7225033177334177,0.1816103532218617,0.7324306821178841,1.7320508075688772,0.0256836951484752,0.0144396777632897,0.1257768324680125,-1.5152784566641908e-15,1.0,5.260421578272264,1.0,0.6716305619497492,0.4134251725096262,0.161009365411598,-8.190694360346976e-17,1.0,5.621463195360805,1.0,0.6909248397408929,0.3980043549813944,0.332536506953406,-6.143020770260233e-17,1.0,4.63405879481259,1.0,0.7469806628440288,0.4551965641835664,0.2850993538746789,2.047673590086744e-17,1.0,5.357780707047141,1.0,0.4505221299372983,0.3582408153484263,-0.7408577428028572,8.190694360346976e-17,1.0,4.866120635432594,1.0,0.2085126977468598,0.1636108027438741,-1.0858730536050154,4.095347180173488e-17,1.0,4.180316414528691,1.0,0.1395786758206478,0.1048424710457667,-0.9322972479833714,8.702612757868662e-16,1.0,4.270549173858706,1.0,0.1590726915331234,0.0859477922073795,0.3251334418388041,-3.685812462156139e-16,1.0,3.5380606501847014,1.0,0.1661079358289034,0.0886761553486605,0.7245504146487263,2.2524409490954185e-16,1.0,4.458508612593855,1.0,0.6543320267108451,0.3528102672839331,0.3612073868695938,-0.7448820583021234,-0.0437481329470995,8.0,5.0,5.0,False,0,13,5,0.4166666666666667,1.1966087020343148,48.0,22.231566,12.408102,9.823464,177.852528,-0.05320600272851295,0.07733333333333348,-0.1899441340782123,0.07873397103016955,-0.467132398352191,-0.08120340111505686,0.11945566078105752,-0.11945566078105752,1.7448820583021234,1.0437481329470994,0.1601521908676582,0.1158350565800191,0.10326583082281325,0.668016465230815
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,6,6,2776,3256,4.415039999999999,2.501856,1.913184,0.5666666666666667,0.4333333333333333,0.1333333333333333,-5.9211894646675e-17,1.0,4.143508929397644,1.0,0.0697135788936958,0.051901554837855,-1.1536295378642076,1.7276874641914617,0.1228658865416957,0.8473901948116502,1.7320508075688772,0.1284400782269044,0.0744884507302249,0.0472705434090401,1.432279412441494,0.9739485020760849,5.135272123783543,1.7320508075688774,0.2762420298042204,0.1933849609997408,0.9254843850975676,1.7231845192729316,0.1750288905812846,0.5532945497298665,1.7320508075688772,0.0272249519182367,0.0162053755588519,0.1472876514936611,3.848773152033876e-16,1.0,5.201922762674631,1.0,0.8388697919341226,0.501553031908853,-0.3076173803374438,-2.960594732333751e-17,1.0,5.885681874629023,1.0,0.8019661590803596,0.4115256785456154,-0.7941655608843483,2.960594732333751e-17,1.0,4.657552576513856,1.0,0.8124767092317723,0.4909343416854759,0.5299757930012969,2.960594732333751e-17,1.0,6.023126885411296,1.0,0.5031287121927743,0.3634665249362337,-0.7692903553221931,0.0,1.0,6.873072933731978,1.0,0.2456933972438847,0.1920636612146125,-0.7472890092634759,0.0,1.0,5.130734404339543,1.0,0.1457074725923793,0.1092701303856811,-0.6215404669391554,-9.177843670234628e-16,1.0,4.267083689501654,1.0,0.1697313166271438,0.100673018202996,0.6033686595135851,0.0,1.0,3.5237716315759213,1.0,0.1720371012578107,0.0907826578955735,0.9442318040576176,3.552713678800501e-16,1.0,5.093516111717679,1.0,0.7223269550273123,0.4149647690000415,0.5529200757274406,0.5876731296410312,-0.1200385866718017,8.0,6.0,6.0,False,0,13,6,0.5,0.9384986159576458,56.0,26.646606,14.909958,11.736647999999999,213.172848,0.3096862210095497,0.45066666666666677,0.16201117318435765,0.1703280059443839,-0.33503931483441973,-0.09962293243411091,-0.12201241184117151,0.12201241184117151,0.41232687035896876,1.1200385866718017,0.15838598554977348,0.1071929952888739,0.11173705749311653,0.6700113834208536
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,7,7,3256,3753,4.571406,2.603034,1.968372,0.5694164989939637,0.4305835010060362,0.1388329979879275,5.718653808934407e-17,1.0,3.711151304876913,1.0,0.043608448545198,0.0350373922801734,-0.290884349013461,1.7261606816621091,0.1427210604073641,1.1935889484477442,1.7320508075688772,0.1140684794401429,0.06528315307896,0.0136409996036246,1.3457819167627174,1.090353627276246,5.929535816378752,1.7320508075688772,0.2542314713902553,0.181476423098131,0.8421218984172412,1.7133892493308744,0.2535690838359106,0.9327587593623936,1.7320508075688774,0.0325021443779866,0.0188216860899492,-0.1138521631069398,-1.0650992719140336e-15,1.0,6.685001927237696,1.0,0.7430369724170356,0.4498468746618868,-0.0662177866699199,2.0015288331270426e-16,1.0,6.19046675830004,1.0,0.571090619262879,0.3065102668352721,0.032199664970493,-2.8593269044672036e-17,1.0,4.9509025293533355,1.0,0.8816544234728292,0.5363715398664335,-0.1765539057430177,1.1437307617868814e-16,1.0,5.38469557276704,1.0,0.3836515106016318,0.2921978201426834,-0.791913917837693,0.0,1.0,5.590044749670736,1.0,0.2982508507842504,0.23101960238494,-0.4192976717315521,5.718653808934407e-17,1.0,5.574042024349597,1.0,0.1295795417010304,0.0932307287665838,-0.5003618447294516,-1.2295105689208977e-15,1.0,4.019304027141441,1.0,0.1520139244456763,0.0930156825686511,-0.1957100573510115,-1.2866971070102418e-16,1.0,3.478550234610255,1.0,0.1204095717159761,0.067142167211437,-0.5645449074336572,8.292048022954893e-16,1.0,5.419326986055836,1.0,0.6426981790692631,0.3626405495177491,-0.3217588336996988,0.615787052732412,0.2860046884363821,8.0,6.0,6.0,False,0,13,7,0.5833333333333334,0.811818356294959,64.0,31.218011999999998,17.512992,13.70502,249.74409599999998,0.35607094133697115,0.5093333333333334,0.1955307262569832,0.04820923048569159,-0.38802240366489305,-0.20036919598743919,-0.2405247822990476,0.2405247822990476,0.38421294726758803,0.713995311563618,0.15839449691880095,0.10542777072028807,0.1375190405432205,0.662446598138902
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,8,8,3753,4113,3.31128,1.7200259999999998,1.591254,0.5194444444444445,0.4805555555555555,0.0388888888888888,0.0,1.0,3.522406793866872,1.0,0.0506203902383068,0.0386901729896727,0.7443796250996801,1.7230948790675715,0.1759091746643981,1.131821362254915,1.7320508075688772,0.1303009985406187,0.0758078911201111,-0.0453967812570624,1.453993429615533,0.9412242594806294,5.501451131658762,1.7320508075688772,0.2404485678750041,0.1588239905072975,0.29957992367063,1.7190015920937305,0.2122110420765616,0.719001409293835,1.7320508075688772,0.0312953998119777,0.0177928622846221,-0.0244989429195069,1.3816108750890837e-15,0.9999999999999998,6.422532830524419,1.0,0.6550010567518696,0.3990496826744084,0.1006799912119997,9.868649107779167e-17,1.0,5.912779189253815,1.0,0.745998348320177,0.4000380601165638,0.4651470627329718,4.9343245538895844e-17,1.0,4.255996976214592,1.0,0.9899852938075632,0.6067074740490329,0.1806320555732335,3.947459643111668e-17,0.9999999999999998,5.558448308868803,0.9999999999999998,0.4638393101132623,0.3533838493625786,-1.0069691291012195,0.0,1.0,5.024701335831253,1.0,0.2882741027329807,0.2245101709404879,-0.4813883729005611,0.0,1.0,5.211302533553971,1.0,0.1438068441494818,0.0961113688650662,-0.7875513962058434,3.552713678800501e-16,1.0,3.748307937892125,1.0,0.1664526600565049,0.0908953195288282,-0.6585020948737289,-1.7763568394002506e-16,1.0,3.796616812296291,1.0,0.1725020948121439,0.0910251322799551,-0.1683165637342889,-1.2138438402568378e-15,1.0,4.212203184836532,1.0,0.6009314603034702,0.3322650147344274,0.1464789914193025,-0.7375674123048315,-0.6032649275997456,8.0,7.0,7.0,False,0,13,8,0.6666666666666666,1.0637598734830254,72.0,34.529292,19.233018,15.296273999999999,276.234336,-0.017735334242837686,-0.002666666666666706,-0.03351955307262566,-0.005101379185286192,-0.4212001535227552,-0.0865777054444804,-0.004827551347553971,0.004827551347553971,1.7375674123048315,1.6032649275997457,0.15941920339275342,0.10820718114171475,0.12952486556469545,0.6717368489893475
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,9,9,4113,4597,4.451832,2.814588,1.628046,0.6322314049586777,0.365702479338843,0.2665289256198347,0.0,1.0,3.097811596663212,1.0,0.0502759230777817,0.0385076048217861,-1.0956978167525464,1.7248219124280824,0.1580802657131264,1.0308781044417143,1.7320508075688772,0.1281161483184394,0.0775750752699236,0.0606710807472567,1.4443803713080772,0.955910740069354,5.711258872119394,1.732050807568877,0.2389149764904197,0.1762283072557561,0.6832339287392672,1.713886289097425,0.250187505770889,0.8007611218369322,1.7320508075688772,0.0348875229572412,0.0201798780451494,0.2115727814048285,1.1891314379456222e-15,1.0,6.1661607855018765,1.0,0.6074665588665479,0.3598522922180831,-0.2671722814575258,5.872254014546283e-17,1.0,4.639148146500616,1.0,0.6072802469680106,0.3478550508499493,-0.6603323843673046,1.468063503636571e-17,1.0,4.975008131132209,1.0,0.9144141070892392,0.5445107319263033,0.0007110796582939,0.0,1.0,6.005266538209213,1.0,0.4939965034183943,0.3907799504080141,-0.6646225186975732,-2.9361270072731413e-17,1.0,5.071591381520264,1.0,0.2850095222560401,0.2135362446263823,-0.5380593481131621,-5.872254014546283e-17,1.0,5.708366451407626,1.0,0.1597902253518952,0.109964716912068,-0.4214866268389132,-6.459479416000911e-16,1.0,3.8466905016877697,1.0,0.1267865131264854,0.0698677752409128,0.9307704201209056,-2.9361270072731413e-17,1.0,3.376939233611547,1.0,0.1403530236916536,0.0730955534457807,0.879360470164315,7.48712386854651e-16,1.0,5.000232366709457,1.0,0.6732386998080329,0.3673648272546289,-0.1849982801895201,0.2174508075893045,-0.3137686231132918,8.0,7.0,7.0,False,0,13,9,0.75,0.6958509657739134,80.0,38.981123999999994,22.047606000000002,16.924319999999998,311.84899199999995,0.320600272851296,0.6320000000000001,-0.011173184357541777,-0.1250276684594258,-0.4248917640230835,-0.10189371165744143,-0.34901501102970023,0.34901501102970023,0.7825491924106955,1.3137686231132917,0.15620076725482332,0.12452326090553464,0.1647402015030733,0.6387770697328923
