recv_time,timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw,ax_w,ay_w,az_w,vx,vy,vz,x,y,z,a_norm,g_norm,m_norm,stationary,bias_ready
2026-03-12T18:37:10.019,3367468,-0.17298106994628906,0.8289923248291016,9.300276348876952,-175.0,-17.0,-157.0,1199.0,9737.0,-2862.0,5.0936726626490705,1.0613465232001456,0.0,0.0,0.0,-0.4678978943562626,0.0,0.0,-0.004608794259409186,0.0,0.0,-4.6041854651497775e-05,9.338752105643737,235.71805191796406,10219.482080810161,0,0
2026-03-12T18:37:10.020,3367478,-0.45968671875,1.1450269439697265,10.04906291809082,-170.44,-17.16,-156.44,1199.0,9737.0,-2862.0,3.435940398504965,0.9154349847975172,-1.5644,-0.2833969951239693,0.5486442385840123,0.29902858959422396,-0.002791460401971098,0.005404145750052522,-0.0015942307380149422,-2.7886689415691267e-05,5.398741604302469e-05,-6.192217786961554e-05,10.124527846450905,231.9864927102438,10219.482080810161,0,0
2026-03-12T18:37:10.030,3367488,-0.35613749694824215,0.9822212310791015,9.566032733154296,-166.2448,-17.307199999999998,-155.9248,1208.0,9725.0,-2862.0,1.834827094680473,0.7630419551509048,-3.123648,-0.19121556884763358,0.6868695382280898,-0.2101807764272401,-0.004633061849090721,0.012088748515348418,-0.003640597924753033,-7.414309059869188e-05,0.00017470002629531238,-9.822982896002872e-05,9.622919240817444,228.5813114712574,10209.110294242098,0,0
2026-03-12T18:37:10.040,3367498,-0.46028526916503903,0.9109937316894531,8.788515744018554,-164.22521600000002,-15.522623999999999,-155.770816,1208.0,9725.0,-2862.0,0.2784561566029966,0.6434298558921144,-4.68135616,-0.28944573038517707,0.8948793620420699,-1.0091962099762775,-0.007414606365648354,0.02072197900373258,-0.013526571624148071,-0.00014814086510092026,0.00038153789651630557,-0.00023326204965630793,8.84758617313501,226.88195288166463,10209.110294242098,0,0
2026-03-12T18:37:10.053,3367508,-0.3178302703857422,1.004966146850586,9.680954412841796,-164.92719872000004,-15.880814079999999,-155.62915071999998,1188.0,9729.0,-2858.0,-1.261355106460593,0.5054073179154854,-6.2376476672,0.0,1.2358966886963976,-0.14773591165645605,-0.007303387270163629,0.03258473170233611,-0.014778871779601943,-0.000220953563064754,0.000706677828326127,-0.000380669716684875,9.738164682352123,227.318309177458,10209.45390312332,0,0
2026-03-12T18:37:10.060,3367518,0.007781155395507812,0.8996212738037109,9.941323843383788,-165.01302282240005,-14.9303489536,-158.4588186624,1188.0,9729.0,-2858.0,-2.7902512164649567,0.3500923204888185,-7.822235853824,0.2557085545283415,1.360352607983302,0.0,-0.00467510719900701,0.045495433915436596,-0.014557188702907913,-0.0002674369304197693,0.0011604705353130127,-0.0005257153621102402,9.98194864451278,229.2627536970311,10209.45390312332,0,0
2026-03-12T18:37:10.070,3367528,-0.30466216125488277,1.0109516510009764,9.69771382446289,-164.45198099660803,-15.735921037312,-158.022113169408,1197.0,9739.0,-2870.0,-4.278978734667999,0.216687810762617,-9.40245698551808,0.0,1.752286089666424,-0.21031423607450428,-0.004604980591021905,0.06207302038991932,-0.01641042609769816,-0.00031317324959365833,0.0017794195384729938,-0.0006891298034641345,9.755024125769282,228.61115789726105,10223.396206740694,0,0
2026-03-12T18:37:10.080,3367538,-0.46507367248535153,1.2240355987548828,10.472836611938476,-160.17582251687938,-16.31704735432704,-158.58034411585535,1197.0,9739.0,-2870.0,-5.692531041581423,0.0905975199266425,-10.988260426676634,0.0,2.3009670181292665,0.4938502836517067,-0.004535905882156576,0.0838064502126438,-0.011299844412263376,-0.00035817377610680885,0.002614866556558832,-0.0008013261193391815,10.554376503053945,225.98731312448777,10223.396206740694,0,0
2026-03-12T18:37:10.090,3367548,-0.6637924102783203,1.0743979949951172,9.208698135375975,-153.76175671552903,-19.331683565980875,-157.65391658658692,1194.0,9741.0,-2874.0,-7.021875411263853,-0.0397497964128047,-12.564799592542503,-0.17712018768530638,2.2853512630209254,-0.7988272437623642,-0.006212501142624495,0.10506006340021025,-0.018998795097138713,-0.0004198784887455207,0.0036618017233703737,-0.000990322756240258,9.294894984025888,221.06820041071322,10226.074173405941,0,0
2026-03-12T18:37:10.100,3367558,-0.488417138671875,0.9834183319091796,9.251793765258789,-149.4608161782867,-19.625148880702405,-156.96160325965997,1194.0,9741.0,-2874.0,-8.297724339815467,-0.18738575378404496,-14.134415625139102,0.0,2.364898443194555,-0.795277887261383,-0.006119313625485128,0.12677841211467347,-0.026547300360206253,-0.00048059055337537165,0.0049246562586725915,-0.0012545399640824784,9.316724252212515,217.6249685562579,10226.074173405941,0,0
