recv_time,timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw
2026-03-11T20:28:31.358,72945,-1045.0,1062.0,15363.0,-115.0,-30.0,-172.0,1953.0,8950.0,-3311.0,3.954401658220943,3.882061640897944,-79.34532100312737
2026-03-11T20:28:31.384,72955,-930.0,900.0,14820.0,-136.0,-22.0,-213.0,1953.0,8950.0,-3311.0,2.6120182805911263,3.660504203817301,-81.36085985624487
2026-03-11T20:28:31.384,72965,-1398.0,1279.0,15550.0,-182.0,-59.0,-178.0,1960.0,8942.0,-3314.0,0.8702187065749509,3.1114958071025702,-82.92485956184962
2026-03-11T20:28:31.397,72975,-676.0,1219.0,17204.0,-147.0,-68.0,-202.0,1960.0,8942.0,-3314.0,-0.5067265854294274,2.427756984009196,-84.62114476870082
2026-03-11T20:28:31.406,72985,-665.0,1318.0,17717.0,-111.0,-45.0,-153.0,1968.0,8939.0,-3275.0,-1.4993020351314816,1.9810747552523167,-85.75201905551886
2026-03-11T20:28:31.406,72995,-691.0,879.0,15319.0,-179.0,-32.0,-211.0,1968.0,8939.0,-3275.0,-3.157835693011525,1.6794227892466875,-87.36483661660228
2026-03-11T20:28:31.417,73005,-1624.0,1205.0,14599.0,-125.0,-13.0,-121.0,1963.0,8916.0,-3323.0,-4.225309141680599,1.6449578678453345,-88.03668253891742
2026-03-11T20:28:31.427,73015,-781.0,1086.0,16070.0,-118.0,-29.0,-180.0,1963.0,8916.0,-3323.0,-5.219880306114634,1.3833798425003643,-89.22567050101449
2026-03-11T20:28:31.437,73025,-10.0,686.0,16005.0,-118.0,-29.0,-180.0,1959.0,8937.0,-3306.0,-6.222796961782347,1.072227562300774,-90.3469864990151
2026-03-11T20:28:31.447,73035,-475.0,1036.0,16501.0,-89.0,-10.0,-236.0,1959.0,8937.0,-3306.0,-6.898690082949142,0.9856956156218107,-91.9389651132196
2026-03-11T20:28:31.458,73045,6.0,843.0,16794.0,-100.0,-25.0,-208.0,1966.0,8952.0,-3257.0,-7.683243569515112,0.7205728163536679,-93.17511861633336
2026-03-11T20:28:31.467,73055,-734.0,1022.0,16007.0,-115.0,-26.0,-198.0,1966.0,8952.0,-3257.0,-8.583514521839207,0.5037639159436337,-94.24524164629379
2026-03-11T20:28:31.478,73065,8.0,882.0,17138.0,-187.0,-62.0,-141.0,1953.0,8957.0,-3339.0,-10.185522148678695,-0.11444556752282185,-94.70250004709617
2026-03-11T20:28:31.491,73075,-907.0,959.0,15166.0,-188.0,3.0,-189.0,1953.0,8957.0,-3339.0,-11.751847742426719,-0.014443016685880897,-95.58393328229803
2026-03-11T20:28:31.498,73085,-1518.0,1125.0,14547.0,-169.0,-29.0,-177.0,1966.0,8946.0,-3273.0,-13.084566835595961,-0.1795596338565901,-96.29027462449804
2026-03-11T20:28:31.508,73095,-974.0,1257.0,16416.0,-117.0,-52.0,-237.0,1966.0,8946.0,-3273.0,-13.881901753584017,-0.6178559338047356,-97.51691544138194
2026-03-11T20:28:31.517,73105,170.0,810.0,17063.0,-189.0,-80.0,-213.0,1958.0,8942.0,-3256.0,-15.402106610149565,-1.4009024427999983,-98.42996900798646
2026-03-11T20:28:31.528,73115,-58.0,828.0,16557.0,-189.0,-80.0,-213.0,1958.0,8942.0,-3256.0,-16.88900601776725,-2.152875220786919,-99.27013709203668
2026-03-11T20:28:31.537,73125,20.0,827.0,16779.0,-153.0,-41.0,-206.0,1956.0,8941.0,-3256.0,-17.994191907280854,-2.5129819522628307,-99.98512027480778
2026-03-11T20:28:31.547,73135,-566.0,1196.0,17072.0,-126.0,-48.0,-192.0,1956.0,8941.0,-3256.0,-18.788960487161805,-2.8952376645995956,-100.51626620148126
2026-03-11T20:28:31.559,73145,-310.0,1238.0,18083.0,-123.0,-34.0,-195.0,1959.0,8934.0,-3230.0,-19.540251725264167,-3.1509360691409625,-101.03638179899819
2026-03-11T20:28:31.567,73155,-343.0,983.0,16761.0,-149.0,-37.0,-223.0,1959.0,8934.0,-3230.0,-20.54251786843506,-3.4271106148733033,-101.78043511285445
2026-03-11T20:28:31.577,73165,24.0,750.0,16448.0,-154.0,-74.0,-98.0,1969.0,8926.0,-3273.0,-21.588651935454596,-4.085438721651712,-101.26833703766258
2026-03-11T20:28:31.586,73175,-465.0,948.0,16150.0,-124.0,-49.0,-185.0,1969.0,8926.0,-3273.0,-22.304891104212704,-4.451001855004912,-101.59276492155527
2026-03-11T20:28:31.607,73185,-58.0,1179.0,18326.0,-163.0,-40.0,-168.0,1951.0,8943.0,-3325.0,-23.38257246293042,-4.750362601228488,-101.72442761196724
2026-03-11T20:28:31.613,73195,-486.0,1080.0,16915.0,-163.0,-40.0,-147.0,1951.0,8943.0,-3325.0,-24.439255024910008,-5.014506929402497,-101.63050380385978
2026-03-11T20:28:31.617,73205,-1330.0,1303.0,15804.0,-160.0,-46.0,-147.0,1965.0,8938.0,-3295.0,-25.424205274736103,-5.269131735735493,-101.5190639740809
