recv_time,timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw
2026-03-11T20:28:05.570,47048,-655.0,1118.0,15792.0,1064.0,-326.0,121.0,971.0,4447.0,-1626.0,4.049517808432954,2.369155474475308,-78.78370980438083
2026-03-11T20:28:05.571,47058,-663.0,1121.0,15684.0,2953.0,208.0,-5.0,974.0,4486.0,-1639.0,32.98969171043589,4.40846108171336,-78.88161961747014
2026-03-11T20:28:05.571,47068,-674.0,1127.0,16191.0,2960.0,247.0,12.0,974.0,4486.0,-1639.0,61.417532685300216,6.788451639456865,-78.72952217164429
2026-03-11T20:28:05.571,47078,-670.0,1091.0,16138.0,2982.0,254.0,22.0,1964.0,8930.0,-3262.0,89.49013328355912,9.189322022832497,-78.01273987009404
2026-03-11T20:28:05.571,47088,-678.0,1084.0,16053.0,2920.0,214.0,0.0,1964.0,8930.0,-3262.0,116.39359278866813,11.150994919890174,-72.58839792912086
2026-03-11T20:28:05.571,47098,-639.0,1094.0,15989.0,2900.0,210.0,-33.0,1972.0,8904.0,-3232.0,142.56400480360978,13.031640496789485,-65.45826540745766
2026-03-11T20:28:05.571,47108,-818.0,1052.0,16048.0,-11667.0,-589.0,-97.0,1972.0,8904.0,-3232.0,25.45113597751224,7.057042111461839,-67.14166687288113
2026-03-11T20:28:05.571,47118,-685.0,1107.0,16026.0,15024.0,836.0,46.0,1964.0,8908.0,-3234.0,172.256342133934,15.157535169655581,-59.20652201613627
2026-03-11T20:28:05.571,47128,-683.0,1096.0,16015.0,2933.0,241.0,11.0,1964.0,8908.0,-3234.0,197.63291490332418,17.26491149102281,-51.9140839200176
2026-03-11T20:28:05.571,47138,-795.0,1094.0,16176.0,2904.0,223.0,-17.0,1966.0,8921.0,-3252.0,222.2168382527872,19.16115811395209,-45.227736565551815
2026-03-11T20:28:05.571,47148,-722.0,1089.0,16024.0,2913.0,214.0,-34.0,1966.0,8921.0,-3252.0,246.3976589878444,20.926613463511174,-39.06471419340035
2026-03-11T20:28:05.571,47158,-644.0,1130.0,15864.0,2964.0,236.0,-17.0,1969.0,8924.0,-3245.0,270.5983922726625,22.86725680361103,-33.202573929756824
2026-03-11T20:28:05.580,47168,-716.0,1121.0,15686.0,3049.0,300.0,87.0,1969.0,8924.0,-3245.0,295.1483782955971,25.402048833021837,-32.919825707319916
2026-03-11T20:28:05.592,47178,-663.0,1072.0,15955.0,2394.0,201.0,447.0,1955.0,8927.0,-3270.0,312.78348807172625,26.911291343688465,-31.297480547911672
2026-03-11T20:28:05.599,47188,-851.0,1078.0,15585.0,1882.0,217.0,489.0,1955.0,8927.0,-3270.0,325.05055418496653,28.56202606551647,-29.501430442933305
2026-03-11T20:28:05.610,47198,-805.0,1302.0,16778.0,1988.0,217.0,489.0,1965.0,8922.0,-3296.0,338.1206901487253,30.17215944191202,-27.863204509849723
2026-03-11T20:28:05.619,47208,-452.0,1002.0,16117.0,1533.0,237.0,448.0,1965.0,8922.0,-3296.0,346.45282677753687,31.92338306492788,-26.741703277507284
2026-03-11T20:28:05.629,47218,-81.0,640.0,15028.0,860.0,212.0,406.0,1968.0,8906.0,-3236.0,348.0005420736968,33.3686861654881,-26.096889518085405
2026-03-11T20:28:05.639,47228,-739.0,1008.0,15321.0,146.0,174.0,280.0,1968.0,8906.0,-3236.0,342.54661486918314,34.4616232812835,-26.713151457563036
2026-03-11T20:28:05.649,47238,620.0,997.0,18801.0,-382.0,126.0,69.0,1966.0,8916.0,-3288.0,332.0127925729644,34.96946864505185,-29.350740155732733
2026-03-11T20:28:05.659,47248,-1420.0,1225.0,14868.0,-846.0,97.0,-77.0,1966.0,8916.0,-3288.0,317.17593789705097,35.32942516306363,-33.330383888583405
2026-03-11T20:28:05.669,47258,-437.0,795.0,15375.0,-365.0,-15.0,-165.0,1957.0,8936.0,-3268.0,307.3146186379245,34.508354563767206,-38.01620234888921
2026-03-11T20:28:05.679,47268,-863.0,783.0,13898.0,-100.0,-48.0,-96.0,1957.0,8936.0,-3268.0,300.25281787491554,33.41873993402962,-41.91740147301784
