recv_time,timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw
2026-03-11T20:30:54.224,48682,-653.0,1126.0,15696.0,639.0,-92.0,-133.0,968.0,4421.0,-1667.0,4.103256626417538,2.3762005050574264,-78.79089362350277
2026-03-11T20:30:54.225,48692,-703.0,1113.0,15677.0,2920.0,215.0,-38.0,968.0,4485.0,-1671.0,32.71841032805687,4.486899357317225,-79.21059848535438
2026-03-11T20:30:54.225,48702,-709.0,1117.0,16183.0,2937.0,231.0,-26.0,968.0,4485.0,-1671.0,60.92561146013953,6.711014522655888,-79.41656195735051
2026-03-11T20:30:54.225,48712,-693.0,1114.0,16132.0,2954.0,235.0,6.0,1916.0,8915.0,-3268.0,88.73530534428535,8.928873598366202,-78.86773361940703
2026-03-11T20:30:54.225,48722,-681.0,1106.0,16040.0,2940.0,215.0,-20.0,1916.0,8915.0,-3268.0,115.85148825101453,10.90580329169061,-73.71148085574013
2026-03-11T20:30:54.225,48732,-644.0,1081.0,16091.0,2964.0,249.0,-25.0,1930.0,8923.0,-3299.0,142.65852606585236,13.173622043649477,-66.41395102036138
2026-03-11T20:30:54.226,48742,-775.0,1032.0,16020.0,-7415.0,-504.0,151.0,1930.0,8923.0,-3299.0,67.21207296606313,8.026228006429696,-65.54941787433216
2026-03-11T20:30:54.226,48752,-713.0,1032.0,16099.0,11423.0,770.0,-62.0,1930.0,8941.0,-3394.0,177.88658817667314,15.462317395533352,-58.67088686550296
2026-03-11T20:30:54.226,48762,-665.0,1051.0,16001.0,2896.0,242.0,-18.0,1930.0,8941.0,-3394.0,202.7848160760003,17.572165571803108,-51.64801744238212
2026-03-11T20:30:54.226,48772,-648.0,1028.0,16038.0,2926.0,259.0,0.0,1934.0,8908.0,-3354.0,227.4772700419251,19.80510204507738,-44.786845348957925
2026-03-11T20:30:54.226,48782,-731.0,1068.0,16037.0,2935.0,263.0,-1.0,1934.0,8908.0,-3354.0,251.76692551397,22.038481897737185,-38.294475487891646
2026-03-11T20:30:54.226,48792,-741.0,1066.0,16078.0,2960.0,236.0,3.0,1929.0,8922.0,-3327.0,275.8154522097858,23.963172213536883,-32.25503464489929
