recv_time,timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw,ax_w,ay_w,az_w,vx,vy,vz,x,y,z,a_norm,g_norm,m_norm,stationary,bias_ready
2026-03-12T18:31:19.532,3016959,-0.4333505004882812,1.0815805999755859,9.299677798461914,-170.0,-13.0,-223.0,21.0,10561.0,-3278.0,6.6338684731678965,2.650126714776352,0.0,0.0,0.0,-0.43426415616480085,0.0,0.0,-0.0042775019382232885,0.0,0.0,-4.273224436285066e-05,9.372385843835199,280.70981457726054,11058.048923747805,0,0
2026-03-12T18:31:19.533,3016969,-0.5847837554931641,1.2030863342285156,9.342174877929686,-170.0,-13.0,-221.64,35.0,10561.0,-3278.0,4.96993297559808,2.5356131859186903,-2.2163999999999997,-0.1526746155500508,0.39542316661890686,-0.3787153799899343,-0.0015038449631680003,0.003894918191196233,-0.007943685902050792,-1.5023411182048323e-05,3.8910232730050365e-05,-0.00012204693427997522,9.43745835583483,279.63063065408267,11058.08437298251,0,0
2026-03-12T18:31:19.533,3016979,-0.28311434631347654,1.0468646759033202,9.528922607421874,-166.0,-10.760000000000002,-220.38879999999997,35.0,10561.0,-3191.0,3.354326110061649,2.416967667083481,-4.420287999999999,0.15809671469969125,0.4767614864086567,-0.22937745741999116,7.596535107147847e-05,0.008532595059453557,-0.010083898569106943,-1.4249493913662206e-05,0.00012411194714126135,-0.0002226630340510736,9.590435101755205,276.1213515203777,11032.607443392519,0,0
2026-03-12T18:31:19.533,3016989,-0.6715735656738281,1.1665747589111328,9.133879333496093,-164.32,-10.539200000000001,-214.99769599999996,28.0,10554.0,-3191.0,1.7946349925567366,2.339472637788264,-6.570264959999999,-0.19422342602738674,0.9081430998547979,-0.6209430172971562,-0.0018382748755643532,0.017349815667131514,-0.016048928810947327,-3.259961042663643e-05,0.0002973124937087639,-0.00038276916983838634,9.2325326645026,270.8064741138003,11025.886857754345,0,0
2026-03-12T18:31:19.537,3016999,-0.25438392639160157,1.1270704315185547,9.83238766784668,-161.7344,-13.616064,-211.39788031999996,28.0,10554.0,-3250.0,0.2727193246856143,2.1923481765621444,-8.6842437632,0.28384161283259424,1.0494314567854386,0.0,0.0009851391339701656,0.02742646828146111,-0.015808194878783117,-2.2725470867847836e-05,0.0005710055993468516,-0.0005403102675075913,9.900042736798326,266.51918720047365,11043.10644701028,0,0
2026-03-12T18:31:19.550,3017009,-0.7314286071777343,1.2761094848632812,9.408015423583985,-157.995648,-14.44677888,-211.84604989439995,23.0,10566.0,-3250.0,-1.171761170222733,2.08324247566107,-10.802704262144,-0.10787204371555842,1.515305223517223,-0.406308988264513,-9.217758363763725e-05,0.04194082770888384,-0.01957321549000682,-2.3623599457519984e-05,0.0009894234625592543,-0.0007353063799852518,9.52230000762159,264.6697622751948,11054.563989592714,0,0
2026-03-12T18:31:19.557,3017019,-0.2549824768066406,1.1192892761230469,9.795277542114258,-155.43599615999997,-14.3310365696,-204.41836590284794,23.0,10566.0,-3287.0,-2.587447099932655,1.933055667798278,-12.846887921172478,0.4186304897427163,1.504938395042035,0.0,0.004032715404082683,0.05613535848441463,-0.019279617257656718,1.6686851028723545e-05,0.0015492262703559973,-0.0009271744500092572,9.862316496349651,257.20146933834064,11065.498362025995,0,0
2026-03-12T18:31:19.567,3017029,-0.5692214447021484,1.1420341918945311,9.127295278930664,-157.48111646719997,-14.224553644032,-204.0648966306201,28.0,10567.0,-3287.0,-3.9928450973768164,1.8170640978933712,-14.887536887478678,0.18273385605893327,1.7878802435324053,-0.7675202393432077,0.005772153155201936,0.0729039485059426,-0.026550497356322464,7.433397419816216e-05,0.0022759874896600076,-0.0011914867441489094,9.216060669144651,258.15716532181204,11066.4647471539,0,0
2026-03-12T18:31:19.578,3017039,-0.4375403533935547,1.2048819854736328,9.75517466430664,-155.84262714982395,-15.406589352509439,-194.1397049001705,28.0,10567.0,-3223.0,-5.362386376197714,1.676284854096243,-16.828933936480382,0.46141777238149756,2.066175814245306,-0.19807955300555413,0.010230535915831656,0.09216222104866974,-0.028103323493082335,0.00017646269402312226,0.0031944120904465584,-0.0014710474591006532,9.839035262204156,249.4283713837726,11047.624269497945,0,0
2026-03-12T18:31:19.588,3017049,-0.5386953735351562,1.2473790649414063,9.674370358276366,-159.53521697783805,-11.854062204308686,-193.80852850815685,25.0,10539.0,-3223.0,-6.7431677625705655,1.581792788314119,-18.767019221561952,0.5014068319981415,2.3376754203842522,-0.33440349328494356,0.015015935172275875,0.11380589062372458,-0.030975648049542795,0.0003262954237001351,0.004328138525687121,-0.001779023135656485,9.769318761624,251.30409859253496,11020.838216760103,0,0
