recv_time,timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw
2026-03-11T20:38:47.299,44711,-2434.0,6128.0,14523.0,-770.0,40.0,225.0,-668.0,-772.0,-2869.0,22.877380503724677,8.77788271921435,-162.2540813514803
2026-03-11T20:38:47.300,44721,-2417.0,6086.0,14535.0,2946.0,238.0,29.0,-699.0,-802.0,-2880.0,26.253267221908374,9.750852240777325,-160.444751040663
2026-03-11T20:38:47.300,44731,-2474.0,6252.0,14946.0,2989.0,231.0,23.0,-699.0,-802.0,-2880.0,37.335186795468424,11.090507254500015,-158.31471364549023
2026-03-11T20:38:47.300,44741,-2473.0,6266.0,14907.0,2977.0,240.0,15.0,-1377.0,-1585.0,-5763.0,53.60393337598717,12.70091579869702,-155.9366677514567
2026-03-11T20:38:47.300,44751,-2473.0,6280.0,14863.0,2938.0,224.0,9.0,-1377.0,-1585.0,-5763.0,73.21931100767365,14.44055373163013,-153.575579663645
2026-03-11T20:38:47.300,44761,-2437.0,6256.0,14844.0,2915.0,223.0,-8.0,-1371.0,-1593.0,-5799.0,94.94262943121481,16.252987427701264,-151.42934995245366
2026-03-11T20:38:47.300,44771,-2475.0,6314.0,15059.0,-10940.0,-950.0,-251.0,-1371.0,-1593.0,-5799.0,77.24657903690608,14.657732848702581,-150.29563669758784
2026-03-11T20:38:47.300,44781,-2381.0,6292.0,14643.0,14071.0,1258.0,103.0,-1375.0,-1592.0,-5773.0,106.15894106785451,17.22323744771208,-148.7570804185879
2026-03-11T20:38:47.300,44791,-2413.0,6265.0,14786.0,2852.0,252.0,-9.0,-1375.0,-1592.0,-5773.0,133.8744662671814,19.67266788139404,-147.57827906773417
2026-03-11T20:38:47.300,44801,-2472.0,6242.0,14916.0,2928.0,223.0,-10.0,-1390.0,-1584.0,-5755.0,160.82507220912373,21.94476722622678,-147.15563866348498
2026-03-11T20:38:47.300,44811,-2407.0,6299.0,14619.0,2903.0,228.0,-17.0,-1390.0,-1584.0,-5755.0,187.03134552027998,24.092359229194198,-148.10835109733617
2026-03-11T20:38:47.300,44821,-2593.0,6210.0,15052.0,2937.0,215.0,-9.0,-1378.0,-1608.0,-5756.0,212.64349039634794,26.11373969779632,-150.60370620222554
2026-03-11T20:38:47.300,44831,-2369.0,6296.0,14734.0,3050.0,277.0,114.0,-1378.0,-1608.0,-5756.0,238.0534379695708,28.19963511580771,-153.62686731253459
2026-03-11T20:38:47.300,44841,-2337.0,6228.0,14949.0,2400.0,190.0,515.0,-1380.0,-1589.0,-5751.0,261.24076397912955,30.066448353603423,-155.5119563783457
2026-03-11T20:38:47.301,44851,-2456.0,6277.0,14861.0,2061.0,184.0,536.0,-1380.0,-1589.0,-5751.0,281.7804863973541,31.76580785097144,-156.3668121387208
2026-03-11T20:38:47.301,44861,-2580.0,6418.0,15470.0,2061.0,184.0,536.0,-1378.0,-1581.0,-5775.0,300.36945688792736,33.33588958367691,-156.38545330899493
2026-03-11T20:38:47.301,44871,-2190.0,6153.0,15036.0,1665.0,195.0,443.0,-1378.0,-1581.0,-5775.0,316.34403138878105,34.817193389554845,-155.9770721243262
2026-03-11T20:38:47.301,44881,-2896.0,5962.0,12538.0,983.0,216.0,398.0,-1370.0,-1602.0,-5803.0,328.4916069811126,36.38767733208771,-155.32311821569226
2026-03-11T20:38:47.301,44891,-2598.0,6330.0,14898.0,258.0,174.0,350.0,-1370.0,-1602.0,-5803.0,335.71677186241544,37.77566879999,-154.6235129356186
2026-03-11T20:38:47.301,44901,-1635.0,5580.0,13374.0,-287.0,79.0,126.0,-1384.0,-1608.0,-5767.0,337.94581744833874,38.73452697982312,-154.59469719665984
2026-03-11T20:38:47.301,44911,-2763.0,6294.0,14214.0,-772.0,89.0,-18.0,-1384.0,-1608.0,-5767.0,335.3382044966149,39.53300570971574,-155.5063471760658
2026-03-11T20:38:47.301,44921,-2587.0,6080.0,13601.0,-510.0,3.0,-169.0,-1378.0,-1593.0,-5734.0,330.18529583670045,39.90830433400366,-157.51791096108545
2026-03-11T20:38:47.301,44931,-2487.0,5946.0,12977.0,-158.0,-44.0,-138.0,-1378.0,-1593.0,-5734.0,324.3599069069812,39.85670274878694,-160.17771228342568
2026-03-11T20:38:47.301,44941,-2014.0,6074.0,14779.0,-158.0,-44.0,-176.0,-1375.0,-1587.0,-5807.0,318.0552143157967,39.45811556353718,-163.36629991969897
2026-03-11T20:38:47.301,44951,-2104.0,6396.0,16215.0,-198.0,-34.0,-176.0,-1375.0,-1587.0,-5807.0,311.35748917955135,38.88505335394853,-166.88029021359904
2026-03-11T20:38:47.301,44961,-2955.0,6556.0,14838.0,-123.0,-42.0,-165.0,-1377.0,-1579.0,-5793.0,304.70846428257477,38.24526412198635,-170.53349155554125
2026-03-11T20:38:47.301,44971,-2768.0,6287.0,13972.0,-120.0,-58.0,-161.0,-1377.0,-1579.0,-5793.0,298.1169824054516,37.466657741140466,-174.22485086650497
