recv_time,timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw
2026-03-11T20:39:51.274,108963,-1825.0,1584.0,14305.0,-150.0,-1.0,-185.0,-1400.0,-1153.0,-3991.0,6.318650162195947,7.2266950500067715,158.90057307802635
2026-03-11T20:39:51.280,108973,-501.0,1536.0,16794.0,-134.0,-38.0,-147.0,-1400.0,-1153.0,-3991.0,4.873833231488664,6.997614097252588,157.16457307802636
2026-03-11T20:39:51.280,108983,-908.0,1632.0,16655.0,-168.0,-15.0,-162.0,-1395.0,-1149.0,-3988.0,3.3982938951222006,6.792670337613765,155.46337307802636
2026-03-11T20:39:51.280,108993,-1057.0,1952.0,17759.0,-109.0,-12.0,-158.0,-1395.0,-1149.0,-3988.0,2.092324591973086,6.600279372307485,153.79853307802637
2026-03-11T20:39:51.289,109003,-1253.0,1687.0,15804.0,-118.0,-13.0,-204.0,-1398.0,-1149.0,-3991.0,0.8709994808695725,6.433228613117501,152.02114507802636
2026-03-11T20:39:51.296,109013,-868.0,1855.0,17658.0,-121.0,-48.0,-193.0,-1398.0,-1149.0,-3991.0,-0.29315689562009883,6.131781493655976,150.19797347802637
2026-03-11T20:39:51.318,109023,-1115.0,1617.0,16005.0,-121.0,-48.0,-193.0,-1388.0,-1141.0,-3988.0,-1.4143260142593799,5.78719475322894,148.34275335802636
2026-03-11T20:39:51.319,109033,-1886.0,1937.0,15692.0,-155.0,-32.0,-194.0,-1388.0,-1141.0,-3988.0,-2.5706906645221954,5.502540945637412,146.46209927402634
2026-03-11T20:39:51.323,109043,-1055.0,1577.0,15857.0,-178.0,-23.0,-123.0,-1391.0,-1153.0,-3983.0,-3.8567802010907837,5.187156537858803,144.77664141522635
2026-03-11T20:39:51.333,109053,-1753.0,1669.0,14648.0,-150.0,8.0,-158.0,-1391.0,-1153.0,-3983.0,-5.106403982827207,5.045790237380351,143.12282091406635
2026-03-11T20:39:51.344,109063,-1368.0,1719.0,15881.0,-132.0,-44.0,-204.0,-1407.0,-1158.0,-3987.0,-6.288535539191001,4.792142664653644,141.35314656325434
2026-03-11T20:39:51.354,109073,-1250.0,1842.0,17057.0,-140.0,-30.0,-166.0,-1407.0,-1158.0,-3987.0,-7.436564932750209,4.516003318202627,139.61637451768595
2026-03-11T20:39:51.364,109083,-1139.0,1663.0,16403.0,-166.0,-46.0,-147.0,-1396.0,-1137.0,-3988.0,-8.638041419479586,4.184934027814592,137.95963408578808
2026-03-11T20:39:51.374,109093,-562.0,1552.0,17204.0,-160.0,-24.0,-173.0,-1396.0,-1137.0,-3988.0,-9.858777490134973,3.844092272072035,136.28091578345956
2026-03-11T20:39:51.384,109103,-1203.0,1669.0,16264.0,-137.0,-27.0,-196.0,-1396.0,-1153.0,-3979.0,-10.994813978636182,3.5659075749865794,134.5178129718296
2026-03-11T20:39:51.394,109113,-1876.0,1894.0,15857.0,-137.0,-27.0,-196.0,-1396.0,-1153.0,-3979.0,-12.05674844920266,3.349380862603927,132.69564100368865
2026-03-11T20:39:51.404,109123,-1129.0,1576.0,15928.0,-123.0,-1.0,-150.0,-1385.0,-1156.0,-3984.0,-13.056857917775504,3.164703563525574,130.97012062598998
2026-03-11T20:39:51.414,109133,-1806.0,1586.0,14344.0,-146.0,-5.0,-146.0,-1385.0,-1156.0,-3984.0,-14.046752380374354,3.0905020509896044,129.3242563616009
2026-03-11T20:39:51.425,109143,-1194.0,1660.0,16233.0,-166.0,11.0,-143.0,-1405.0,-1149.0,-3990.0,-15.101136133654755,3.037233196920156,127.74315137652854
2026-03-11T20:39:51.436,109153,-1212.0,1388.0,14581.0,-138.0,-56.0,-213.0,-1405.0,-1149.0,-3990.0,-16.11254529859002,2.8538437672644847,125.9973778869779
2026-03-11T20:39:51.447,109163,-632.0,1743.0,17818.0,-181.0,-73.0,-182.0,-1398.0,-1154.0,-3992.0,-17.2062242919546,2.4705064939025108,124.22933644429244
2026-03-11T20:39:51.454,109173,-1040.0,1706.0,16540.0,-155.0,5.0,-177.0,-1398.0,-1154.0,-3992.0,-18.269391534703164,2.250688513156606,122.46070743441263
2026-03-11T20:39:51.470,109183,-1005.0,1267.0,14465.0,-191.0,-13.0,-181.0,-1393.0,-1153.0,-3997.0,-19.432976232604055,2.077249802892153,120.67966712749676
2026-03-11T20:39:51.474,109193,-1202.0,1703.0,16043.0,-191.0,-13.0,-170.0,-1393.0,-1153.0,-3997.0,-20.625031085705018,1.9373761704721555,118.92293891265565
2026-03-11T20:39:51.484,109203,-1760.0,1929.0,16019.0,-143.0,-48.0,-170.0,-1398.0,-1166.0,-3996.0,-21.686952546438896,1.7535311849777535,117.18322916226687
2026-03-11T20:39:51.494,109213,-1744.0,1782.0,15400.0,-129.0,13.0,-179.0,-1398.0,-1166.0,-3996.0,-22.62868779729523,1.696329528400324,115.42843233699473
2026-03-11T20:39:51.504,109223,-1254.0,1537.0,15335.0,-166.0,-34.0,-162.0,-1399.0,-1163.0,-3981.0,-23.6049234289468,1.5501249647658533,113.71407455930424
2026-03-11T20:39:51.514,109233,-1201.0,1952.0,17559.0,-108.0,-19.0,-206.0,-1399.0,-1163.0,-3981.0,-24.403772796826786,1.3973230787472282,111.89602411492089
2026-03-11T20:39:51.524,109243,-1404.0,1607.0,15448.0,-119.0,-73.0,-165.0,-1388.0,-1144.0,-3994.0,-25.125250373020588,1.1183593055474712,110.12838880385254
2026-03-11T20:39:51.538,109253,-373.0,1339.0,16595.0,-146.0,-38.0,-195.0,-1388.0,-1144.0,-3994.0,-25.889556704622784,0.7619134365434908,108.3060440861047
2026-03-11T20:39:51.549,109263,-1219.0,1703.0,16495.0,-156.0,-12.0,-164.0,-1393.0,-1157.0,-3996.0,-26.66386536436073,0.54365757584555,106.53840278368122
2026-03-11T20:39:51.554,109273,-1078.0,1379.0,14967.0,-99.0,-45.0,-136.0,-1393.0,-1157.0,-3996.0,-27.30335842083997,0.28155836497762954,104.89305387198478
2026-03-11T20:39:51.564,109283,-1018.0,1683.0,16848.0,-99.0,-45.0,-136.0,-1398.0,-1160.0,-3992.0,-27.82889786966081,-0.020849852488991003,103.33330963379727
2026-03-11T20:39:51.578,109293,-1594.0,1522.0,14473.0,-152.0,-87.0,-197.0,-1398.0,-1160.0,-3992.0,-28.429123280989074,-0.4071100106779927,101.65048866706601
