,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,71.18,0.65,0.00,25.65,0.03,0.00,2.49,0.00
db_biceps_curl,0.00,99.40,0.44,0.00,0.00,0.00,0.00,0.16
db_rdl,0.00,0.00,75.22,0.00,0.00,0.00,0.00,24.78
db_shoulder_press,17.95,0.08,0.00,58.87,3.78,0.00,19.32,0.00
db_squat,0.00,0.84,0.00,4.20,93.91,0.00,1.05,0.00
db_triceps_curl,0.24,0.32,0.00,0.00,0.00,99.23,0.20,0.00
db_weighted_crunch,10.27,0.00,0.00,17.22,11.88,0.16,60.47,0.00
one_arm_db_row,0.00,0.50,29.61,0.00,0.00,0.00,0.00,69.89
