,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,0.712790,0.006869,0.000000,0.258096,0.000000,0.000000,0.022244,0.000000
db_biceps_curl,0.000000,0.993211,0.004393,0.000399,0.000399,0.000000,0.000000,0.001597
db_rdl,0.000000,0.000000,0.755879,0.000000,0.000000,0.000000,0.000000,0.244121
db_shoulder_press,0.166597,0.000415,0.000000,0.597424,0.040715,0.000000,0.194848,0.000000
db_squat,0.000000,0.009668,0.000000,0.042455,0.936528,0.000000,0.011349,0.000000
db_triceps_curl,0.002839,0.002839,0.000000,0.000000,0.000000,0.992295,0.002028,0.000000
db_weighted_crunch,0.102668,0.000000,0.000000,0.176233,0.120857,0.002021,0.598222,0.000000
one_arm_db_row,0.000000,0.004153,0.318522,0.000000,0.000000,0.000000,0.000000,0.677326
