,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,73.34,0.65,0.03,22.60,0.03,0.00,3.34,0.00
db_biceps_curl,0.00,99.44,0.44,0.00,0.00,0.00,0.00,0.12
db_rdl,0.00,0.00,71.38,0.00,0.00,0.00,0.00,28.62
db_shoulder_press,17.12,0.08,0.00,55.05,5.15,0.00,22.60,0.00
db_squat,0.00,0.71,0.00,3.61,94.87,0.00,0.80,0.00
db_triceps_curl,0.12,0.49,0.00,0.00,0.00,99.27,0.12,0.00
db_weighted_crunch,10.75,0.00,0.00,17.66,14.71,1.29,55.58,0.00
one_arm_db_row,0.00,0.46,26.62,0.00,0.00,0.00,0.00,72.92
