,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,0.711809,0.006542,0.000000,0.256461,0.000327,0.000000,0.024861,0.000000
db_biceps_curl,0.000000,0.994010,0.004393,0.000000,0.000000,0.000000,0.000000,0.001597
db_rdl,0.000000,0.000000,0.752236,0.000000,0.000000,0.000000,0.000000,0.247764
db_shoulder_press,0.179477,0.000831,0.000000,0.588700,0.037806,0.000000,0.193187,0.000000
db_squat,0.000000,0.008407,0.000000,0.042034,0.939050,0.000000,0.010509,0.000000
db_triceps_curl,0.002433,0.003244,0.000000,0.000000,0.000000,0.992295,0.002028,0.000000
db_weighted_crunch,0.102668,0.000000,0.000000,0.172191,0.118836,0.001617,0.604689,0.000000
one_arm_db_row,0.000000,0.004983,0.296096,0.000000,0.000000,0.000000,0.000000,0.698920
