,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,71.28,0.69,0.00,25.81,0.00,0.00,2.22,0.00
db_biceps_curl,0.00,99.32,0.44,0.04,0.04,0.00,0.00,0.16
db_rdl,0.00,0.00,75.59,0.00,0.00,0.00,0.00,24.41
db_shoulder_press,16.66,0.04,0.00,59.74,4.07,0.00,19.48,0.00
db_squat,0.00,0.97,0.00,4.25,93.65,0.00,1.13,0.00
db_triceps_curl,0.28,0.28,0.00,0.00,0.00,99.23,0.20,0.00
db_weighted_crunch,10.27,0.00,0.00,17.62,12.09,0.20,59.82,0.00
one_arm_db_row,0.00,0.42,31.85,0.00,0.00,0.00,0.00,67.73
