source_csv,exercise,set_id,segment_start_session_sec,segment_end_session_sec,segment_duration_sec,samples,active_reps
datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,db_squat,0,3973.238605,4017.001224,43.76128800000015,3865,12
