target,method,sample_tp,sample_fp,sample_fn,sample_tn,false_active_samples,missed_active_samples,true_segments,predicted_segments,matched_segments,false_positives,false_negatives,sum_matched_iou,sum_abs_start_error_samples,sum_abs_end_error_samples,sum_abs_start_error_sec,sum_abs_end_error_sec,sample_precision,sample_recall,sample_f1,sample_accuracy,segment_precision,segment_recall,segment_f1,mean_matched_iou,mean_abs_start_error_samples,mean_abs_end_error_samples,mean_abs_start_error_sec,mean_abs_end_error_sec
action,window-rf,3902501,1183787,30376,26198,1183787,30376,68,23,9,14,59,7.3529,118250,84151,1086.008,773.0517,0.7673,0.9923,0.8654,0.7639,0.3913,0.1324,0.1978,0.817,13138.89,9350.11,120.6676,85.8946
