,1,2,3,4,5,6,7,8,9,10
1,0.23478260869565218,0.0,0.09565217391304348,0.17391304347826086,0.3565217391304348,0.043478260869565216,0.017391304347826087,0.008695652173913044,0.0,0.06956521739130435
2,0.09259259259259259,0.018518518518518517,0.1111111111111111,0.07407407407407407,0.2962962962962963,0.3148148148148148,0.05555555555555555,0.0,0.037037037037037035,0.0
3,0.1476510067114094,0.013422818791946308,0.10067114093959731,0.18120805369127516,0.24161073825503357,0.19463087248322147,0.053691275167785234,0.03355704697986577,0.020134228187919462,0.013422818791946308
4,0.1377551020408163,0.02040816326530612,0.09183673469387756,0.17857142857142858,0.23979591836734693,0.14795918367346939,0.10714285714285714,0.030612244897959183,0.02040816326530612,0.025510204081632654
5,0.09348441926345609,0.0084985835694051,0.10198300283286119,0.15864022662889518,0.24645892351274787,0.1954674220963173,0.0906515580736544,0.06232294617563739,0.0169971671388102,0.025495750708215296
6,0.06312292358803986,0.019933554817275746,0.08970099667774087,0.08305647840531562,0.26578073089701,0.22259136212624583,0.13953488372093023,0.06312292358803986,0.04318936877076412,0.009966777408637873
7,0.03375527426160337,0.016877637130801686,0.05063291139240506,0.0970464135021097,0.21518987341772153,0.25738396624472576,0.14345991561181434,0.10548523206751055,0.0759493670886076,0.004219409282700422
8,0.04878048780487805,0.0,0.03048780487804878,0.06707317073170732,0.16463414634146342,0.2073170731707317,0.17682926829268292,0.1524390243902439,0.13414634146341464,0.018292682926829267
9,0.0,0.0,0.010416666666666666,0.0,0.11458333333333333,0.13541666666666666,0.22916666666666666,0.2604166666666667,0.23958333333333334,0.010416666666666666
10,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.25,0.25,0.08333333333333333
