,1,2,3,4,5,6,7,8,9,10
1,2,10,27,36,25,12,3,0,0,0
2,1,1,8,12,13,11,8,0,0,0
3,0,4,24,39,41,18,18,4,1,0
4,1,7,34,54,42,31,15,7,5,0
5,2,13,41,73,95,67,37,20,2,3
6,2,5,25,51,82,71,42,15,4,4
7,1,4,16,28,44,71,43,18,10,2
8,1,0,11,21,22,37,43,19,7,3
9,0,1,3,0,12,23,19,30,5,3
10,0,0,2,0,0,1,3,3,2,1
