,1,2,3,4,5,6,7,8,9,10
1,2,10,27,36,25,12,3,0,0,0
2,1,1,8,12,13,11,8,0,0,0
3,0,5,24,38,41,18,18,4,1,0
4,1,8,34,54,41,31,15,7,5,0
5,2,13,42,74,93,66,38,20,2,3
6,2,7,24,51,81,69,42,17,4,4
7,1,4,17,28,43,70,44,18,9,3
8,1,0,11,21,22,36,42,21,7,3
9,0,1,3,0,12,23,18,29,7,3
10,0,0,2,0,0,1,3,3,2,1
