,1,2,3,4,5,6,7,8,9,10
1,0.3739130434782609,0.13043478260869565,0.1391304347826087,0.12173913043478261,0.08695652173913043,0.02608695652173913,0.06956521739130435,0.02608695652173913,0.0,0.02608695652173913
2,0.12962962962962962,0.07407407407407407,0.16666666666666666,0.24074074074074073,0.12962962962962962,0.18518518518518517,0.018518518518518517,0.05555555555555555,0.0,0.0
3,0.18791946308724833,0.174496644295302,0.10067114093959731,0.18791946308724833,0.06040268456375839,0.04697986577181208,0.06711409395973154,0.10738255033557047,0.053691275167785234,0.013422818791946308
4,0.1836734693877551,0.16326530612244897,0.14285714285714285,0.14795918367346939,0.0663265306122449,0.061224489795918366,0.07142857142857142,0.08673469387755102,0.061224489795918366,0.015306122448979591
5,0.17280453257790368,0.09348441926345609,0.11048158640226628,0.15864022662889518,0.0906515580736544,0.039660056657223795,0.09348441926345609,0.10764872521246459,0.1048158640226629,0.028328611898016998
6,0.132890365448505,0.10631229235880399,0.07973421926910298,0.132890365448505,0.07973421926910298,0.06976744186046512,0.12956810631229235,0.14285714285714285,0.09966777408637874,0.026578073089700997
7,0.05485232067510549,0.04219409282700422,0.10126582278481013,0.09282700421940929,0.11814345991561181,0.09282700421940929,0.15611814345991562,0.14345991561181434,0.18143459915611815,0.016877637130801686
8,0.06097560975609756,0.04878048780487805,0.10365853658536585,0.054878048780487805,0.06707317073170732,0.054878048780487805,0.1524390243902439,0.17682926829268292,0.24390243902439024,0.036585365853658534
9,0.010416666666666666,0.03125,0.052083333333333336,0.020833333333333332,0.052083333333333336,0.041666666666666664,0.22916666666666666,0.2604166666666667,0.2604166666666667,0.041666666666666664
10,0.0,0.25,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.08333333333333333
