,1,2,3,4,5,6,7,8,9,10
1,0,0,7,64,36,8,0,0,0,0
2,0,1,2,22,15,12,2,0,0,0
3,0,1,8,50,57,27,6,0,0,0
4,0,0,13,52,72,44,13,2,0,0
5,0,0,13,104,106,86,39,5,0,0
6,0,0,10,57,86,106,38,4,0,0
7,0,1,3,31,67,95,35,5,0,0
8,0,0,3,11,29,67,45,9,0,0
9,0,0,0,3,8,34,46,5,0,0
10,0,0,0,0,1,3,6,2,0,0
