,1,2,3,4,5,6,7,8,9,10
1,0,0,0,47,60,8,0,0,0,0
2,0,0,1,19,20,13,1,0,0,0
3,0,0,2,37,79,28,3,0,0,0
4,0,0,0,38,101,53,4,0,0,0
5,0,0,0,77,154,100,22,0,0,0
6,0,0,2,44,115,121,19,0,0,0
7,0,0,1,21,85,109,21,0,0,0
8,0,0,2,10,38,89,25,0,0,0
9,0,0,0,2,10,62,22,0,0,0
10,0,0,0,0,1,5,6,0,0,0
