,1,2,3,4,5,6,7,8,9,10
1,0.017391304347826087,0.08695652173913043,0.23478260869565218,0.3130434782608696,0.21739130434782608,0.10434782608695652,0.02608695652173913,0.0,0.0,0.0
2,0.018518518518518517,0.018518518518518517,0.14814814814814814,0.2222222222222222,0.24074074074074073,0.2037037037037037,0.14814814814814814,0.0,0.0,0.0
3,0.0,0.03355704697986577,0.1610738255033557,0.2550335570469799,0.2751677852348993,0.12080536912751678,0.12080536912751678,0.026845637583892617,0.006711409395973154,0.0
4,0.00510204081632653,0.04081632653061224,0.17346938775510204,0.2755102040816326,0.20918367346938777,0.15816326530612246,0.07653061224489796,0.03571428571428571,0.025510204081632654,0.0
5,0.0056657223796034,0.036827195467422094,0.11898016997167139,0.2096317280453258,0.26345609065155806,0.18696883852691218,0.10764872521246459,0.056657223796033995,0.0056657223796034,0.0084985835694051
6,0.006644518272425249,0.023255813953488372,0.07973421926910298,0.16943521594684385,0.2691029900332226,0.2292358803986711,0.13953488372093023,0.05647840531561462,0.013289036544850499,0.013289036544850499
7,0.004219409282700422,0.016877637130801686,0.07172995780590717,0.11814345991561181,0.18143459915611815,0.29535864978902954,0.18565400843881857,0.0759493670886076,0.0379746835443038,0.012658227848101266
8,0.006097560975609756,0.0,0.06707317073170732,0.12804878048780488,0.13414634146341464,0.21951219512195122,0.25609756097560976,0.12804878048780488,0.042682926829268296,0.018292682926829267
9,0.0,0.010416666666666666,0.03125,0.0,0.125,0.23958333333333334,0.1875,0.3020833333333333,0.07291666666666667,0.03125
10,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.25,0.25,0.16666666666666666,0.08333333333333333
