,1,2,3,4,5,6,7,8,9,10
1,0.1826086956521739,0.0,0.11304347826086956,0.10434782608695652,0.4782608695652174,0.02608695652173913,0.0,0.02608695652173913,0.0,0.06956521739130435
2,0.05555555555555555,0.018518518518518517,0.16666666666666666,0.018518518518518517,0.37037037037037035,0.2777777777777778,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.0
3,0.10067114093959731,0.0,0.04697986577181208,0.12080536912751678,0.42953020134228187,0.1610738255033557,0.04697986577181208,0.0738255033557047,0.006711409395973154,0.013422818791946308
4,0.07142857142857142,0.0,0.05612244897959184,0.0663265306122449,0.413265306122449,0.25510204081632654,0.07653061224489796,0.025510204081632654,0.01020408163265306,0.025510204081632654
5,0.0679886685552408,0.0056657223796034,0.04815864022662889,0.10198300283286119,0.3371104815864023,0.22946175637393768,0.08781869688385269,0.0679886685552408,0.031161473087818695,0.0226628895184136
6,0.029900332225913623,0.019933554817275746,0.046511627906976744,0.046511627906976744,0.34551495016611294,0.2691029900332226,0.12292358803986711,0.08970099667774087,0.019933554817275746,0.009966777408637873
7,0.03375527426160337,0.016877637130801686,0.016877637130801686,0.05063291139240506,0.2869198312236287,0.3080168776371308,0.1350210970464135,0.10548523206751055,0.03375527426160337,0.012658227848101266
8,0.036585365853658534,0.0,0.0,0.018292682926829267,0.18292682926829268,0.3048780487804878,0.18902439024390244,0.17073170731707318,0.08536585365853659,0.012195121951219513
9,0.0,0.0,0.0,0.0,0.15625,0.21875,0.23958333333333334,0.28125,0.08333333333333333,0.020833333333333332
10,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.08333333333333333
