,1,2,3,4,5,6,7,8,9,10
1,21,0,13,12,55,3,0,3,0,8
2,3,1,9,1,20,15,3,1,1,0
3,15,0,7,18,64,24,7,11,1,2
4,14,0,11,13,81,50,15,5,2,5
5,24,2,17,36,119,81,31,24,11,8
6,9,6,14,14,104,81,37,27,6,3
7,8,4,4,12,68,73,32,25,8,3
8,6,0,0,3,30,50,31,28,14,2
9,0,0,0,0,15,21,23,27,8,2
10,0,0,0,0,1,3,1,5,1,1
